"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "Val" "Ala" "Gly" "Pro" "Ser" "Thr" "Leu" "Arg"
"GCF_000270165.1_ASM27016v1" 0.5539 0.5162 0.3375 0.5571 0.0719 0.0366 0.0402 0.1499 -0.0138 0.4644 0.4878 0.1836 0.2183 0.3976 0.3358 0.3395 0.1926 0.5639 0.4229
"GCF_000213825.1_ASM21382v1" 0.478 0.2612 0.2022 0.4788 0.0681 0.055 0.0208 0.161 0.1973 0.8004 0.4965 0.156 0.1629 0.1548 0.1188 0.3134 0.25 0.2043 0.6359
"GCF_000009545.1_ASM954v1" 0.4747 0.328 0.3401 0.5545 0.0839 0.0057 0.0411 0.0705 -0.0564 -0.0546 0.5013 0.1289 0.1416 0.2988 0.2914 0.2814 0.1643 0.2509 0.6226
"GCF_000010705.1_ASM1070v1" 0.4986 0.458 0.2759 0.5743 0.1606 0.07 2e-04 0.1735 0.3016 0.6703 0.5187 0.2308 0.1632 0.3283 0.3786 0.3786 0.143 0.5165 0.6
"GCF_000219765.1_ASM21976v1" 0.4095 0.3465 -0.0211 0.4213 0.2645 0.0942 0.0265 0.2461 0.2564 0.0266 0.3738 0.141 0.0592 0.1867 0.3987 0.4686 0.0076 0.4458 0.5046
"GCF_000020765.1_ASM2076v1" 0.4639 0.3463 -0.0094 0.4023 0.2435 0.0937 0.0286 0.2613 0.2501 0.4222 0.3478 0.1333 0.0571 0.1904 0.4299 0.4467 0.0249 0.4103 0.5046
"GCF_000230295.1_ASM23029v1" 0.4821 0.4207 0.274 0.4998 0.1327 0.0277 0.0085 0.1925 0.298 0.4407 0.5424 0.2852 0.1749 0.3119 0.3548 0.3461 0.1372 0.5015 0.5784
"GCF_000012165.1_ASM1216v1" 0.5301 0.4536 0.2649 0.4459 0.1264 -0.028 0.0246 0.0543 0.2695 0.4775 0.5523 0.1761 0.1112 0.3048 0.3587 0.3263 0.1088 0.4548 0.6123
"GCF_000196055.1_ASM19605v1" 0.4774 0.3528 0.329 0.4423 0.1368 0.0202 0.0488 0.0718 -0.0072 0.4294 0.5022 0.2367 0.108 0.3712 0.3252 0.4487 0.2001 0.503 0.5357
"GCF_000007465.2_ASM746v2" 0.2128 0.2365 0.0204 0.4168 0.0556 -0.0132 0.1141 -0.0136 -0.1268 -0.0043 0.2741 -0.0078 0.1219 0.2608 0.4043 0.4439 -0.0445 0.5697 0.4376
"GCF_000164675.2_ASM16467v2" 0.4796 0.4798 0.3608 0.513 0.1464 0.0408 0.1055 0.0596 0.1048 0.5582 0.5707 0.1528 0.1844 0.3815 0.3371 0.3177 0.234 0.713 0.5834
"GCF_000253155.1_ASM25315v1" 0.5476 0.5955 0.3511 0.5186 0.167 0.0368 0.0541 0.2432 -0.1047 0.3582 0.5578 0.2177 0.1543 0.4287 0.3635 0.3912 0.2732 0.6856 0.5622
"GCF_000027165.1_ASM2716v1" 0.5355 0.5376 0.3681 0.5426 0.1707 0.0805 0.0402 0.1895 0.2381 0.2373 0.5693 0.1843 0.1685 0.4088 0.3619 0.3708 0.2773 0.6932 0.5699
"GCF_000221985.1_ASM22198v1" 0.5384 0.5439 0.2655 0.5781 0.1773 0.0719 0.0321 0.2166 -0.0652 0.6407 0.5743 0.182 0.178 0.4277 0.4038 0.3213 0.2674 0.6836 0.5518
"GCF_000251085.2_ASM25108v2" 0.5164 0.587 0.2471 0.5228 0.1769 0.0682 0.0157 0.1866 0.0462 0.4643 0.5658 0.164 0.1228 0.4337 0.435 0.3451 0.2713 0.6379 0.5096
"GCF_000019025.1_ASM1902v1" 0.5313 0.5845 0.3045 0.534 0.1772 0.0571 0.0369 0.2319 -0.0382 0.4075 0.5734 0.2006 0.1336 0.4342 0.4337 0.3453 0.2568 0.6638 0.5404
"GCF_000007045.1_ASM704v1" 0.5294 0.5824 0.3232 0.5157 0.1745 0.0644 0.0355 0.2086 -0.0622 0.0413 0.5583 0.1898 0.1245 0.4288 0.4272 0.3408 0.2735 0.6495 0.524
"GCF_000017005.1_ASM1700v1" 0.527 0.4675 0.2615 0.5302 0.2103 0.0478 0.026 0.1507 -0.0775 0.6592 0.5683 0.1794 0.0985 0.3982 0.2938 0.3391 0.2418 0.681 0.6224
"GCF_000014205.1_ASM1420v1" 0.5116 0.432 0.3098 0.4694 0.1875 0.0038 0.0272 0.1824 -0.1677 0.6172 0.5391 0.104 0.1328 0.3528 0.3815 0.2967 0.3 0.6215 0.5877
"GCF_000018185.1_ASM1818v1" 0.5344 0.4714 0.3602 0.5814 0.2501 0.0895 0.0128 0.1227 0.122 0.6741 0.5634 0.2451 0.2034 0.3988 0.3969 0.4189 0.2795 0.6764 0.5623
"GCF_000231865.1_ASM23186v1" 0.4697 0.494 0.2301 0.5767 0.0316 0.0834 0.0337 0.0887 0.0368 0.6401 0.439 0.1806 0.1734 0.3832 0.248 0.3622 0.3157 0.5718 0.4511
"GCF_000231885.1_ASM23188v1" 0.4897 0.5107 0.3506 0.5655 0.215 0.0675 -0.0056 0.1414 0.0616 0.6422 0.5411 0.2264 0.1657 0.4569 0.4634 0.3853 0.251 0.6827 0.6097
"GCF_000283615.1_ASM28361v1" -0.0074 0.0089 0.0153 0.1231 0.0356 -0.0445 -5e-04 0.0301 0.3883 0.085 0.2546 0.0369 0.0568 0.1996 0.1158 0.0744 0.0375 0.2531 0.604
"GCF_000166815.1_ASM16681v1" 0.0668 -0.0553 0.0997 0.2139 0.0194 -0.048 0.0321 0.0087 -0.0262 0.0853 0.3575 0.096 0.1197 0.1477 0.1073 0.1594 0.0895 0.2681 0.6519
"GCF_000270185.1_ASM27018v1" 0.0135 0.0199 0.2415 0.0101 0.009 -0.0217 0.0479 -0.022 -0.0698 -0.0768 0.258 -0.0027 -0.0027 0.0689 0.1452 0.0997 0.0525 0.2299 0.665
"GCA_000210115.1_ASM21011v1" 0.253 0.2034 0.2325 0.3268 0.0125 -0.0062 0.0158 0.0331 0.1538 0.2285 0.293 0.088 0.1541 0.0796 0.2403 0.2194 0.1531 0.3037 0.6427
"GCF_000007785.1_ASM778v1" 0.2804 0.2549 0.2087 0.2714 0.0368 -0.0146 0.0198 0.0028 0.1148 0.184 0.3033 0.0675 0.0793 0.1399 0.2178 0.1846 0.1142 0.295 0.681
"GCF_000172575.2_ASM17257v2" 0.3476 0.1687 0.1675 0.2992 0.0277 -0.0251 -0.0011 0.0065 0.0301 0.2689 0.2768 0.0792 0.1227 0.127 0.2313 0.219 0.1062 0.2624 0.695
"GCF_000195575.1_ASM19557v1" 0.4544 0.2956 0.1972 0.3161 0.0546 0.0187 0.0047 0.0263 -0.1666 0.1696 0.437 0.1895 0.2022 0.0117 0.1375 0.139 0.0963 0.3267 0.6674
"GCF_000193205.1_ASM19320v1" 0.2484 0.0903 0.3472 0.3275 0.0627 0.0356 -0.0168 0.145 -0.4393 0.1231 0.1962 0.1215 0.0817 0.2987 0.3021 0.0309 0.064 0.3503 0.6474
"GCA_000017965.1_ASM1796v1" 0.2556 0.3024 0.4598 0.3603 0.1126 0.0707 0 0.0033 0.078 0.4097 0.3864 0.1503 0.1291 0.1606 0.3286 0.1873 0.0096 0.1813 0.598
"GCF_000011245.1_ASM1124v1" 0.003 0.1091 0.2642 0.2042 0.0121 0.0181 -0.0127 -0.0116 0.0253 -0.003 0.344 0.08 0.0441 0.071 0.0373 0.163 -0.0205 0.0431 0.6162
"GCF_000023045.1_ASM2304v1" 0.0751 0.2149 0.3219 0.3511 0.0024 -0.0796 -0.0504 0.0486 0.0093 0.1962 0.3393 -0.1316 0.1713 0.3337 0.0931 0.2265 0.1061 0.3413 0.6087
"GCF_000177235.2_ASM17723v2" 0.2344 0.2196 0.2946 0.4245 0.0469 4e-04 -0.0044 0.0483 0.0881 0.0113 0.3498 0.1518 0.085 0.1395 0.207 0.2525 0.084 0.2213 0.6116
"GCF_000093085.1_ASM9308v1" -0.0196 0.0399 0.0387 0.0991 0.2188 -0.137 0.0711 -0.0531 -0.0348 -0.0018 0.1141 -0.0209 0.048 0.1958 0.2559 0.0925 0.1919 0.1207 0.5215
"GCF_000009825.1_ASM982v1" -0.0232 -0.0201 -0.127 0.0583 0.1442 -0.0361 0.0205 -0.0016 -0.0448 0.2424 0.1585 -0.019 0.0616 0.2982 0.1661 0.1143 0.184 0.2091 0.4351
"GCF_000011145.1_ASM1114v1" 0.0424 -0.0323 -0.0115 0.2644 0.1179 -0.0145 -0.0296 -0.0171 -0.0787 0.251 0.1552 -0.0216 0.0584 0.0771 0.1658 0.2475 0.1033 0.1055 0.432
"GCF_000005825.2_ASM582v2" 0.2773 0.371 0.302 0.3824 0.0864 -0.0098 -0.0018 -0.0096 -0.0136 0.2134 0.3757 0.159 0.1413 0.1358 0.1168 0.1855 0.227 0.1914 0.6283
"GCF_000024685.1_ASM2468v1" -0.0983 -0.0773 0.0848 0.0907 0.0438 0.0943 0.0511 -0.0936 -0.0639 0.0969 0.1609 0.1759 0.0825 0.1456 0.1985 0.2662 -0.0184 0.1667 0.4067
"GCA_000146875.2_ASM14687v2" 0.0647 -7e-04 0.1281 0.3269 0.2456 0.1142 0.0038 -0.013 -0.0668 0.2071 0.3232 0.1427 0.2448 0.1895 0.2175 0.363 0.1571 0.6364 0.5758
"GCF_000235585.1_ASM23558v1" 0.0922 -0.0903 0.1467 0.3197 0.1961 0.1101 -0.0067 -0.0138 -0.0725 0.0828 0.2774 0.1353 0.1236 0.1121 0.1597 0.3126 0.0462 0.5685 0.5307
"GCF_000023585.1_ASM2358v1" 0.097 -0.2309 0.2441 0.2333 0.2788 0.1755 -0.0064 -0.0034 -0.1157 0.1897 0.2473 0.3271 0.2678 0.2383 0.1592 0.2738 0.1189 0.4674 0.5247
"GCA_000227705.3_ASM22770v3" -0.0336 0.0246 0.0513 -0.0228 0.0463 -0.0858 0.1992 -0.0699 0.052 0.0366 0.0019 0.0283 0.0575 0.1804 0.3113 0.12 0.237 0.1951 0.2007
"GCF_000218915.1_ASM21891v1" -0.1315 -0.2309 0.0807 0.0367 -0.0106 -0.0256 0.0764 -0.1024 -0.0128 0.0343 0.0831 0.144 0.124 0.233 0.2936 0.1165 0.1688 0.1963 0.4389
"GCF_000250655.1_ASM25065v1" -0.0954 -0.1375 0.0622 0.0025 0.0057 -0.0168 0.1424 -0.079 -0.023 0.0073 0.059 0.1032 0.0694 0.2294 0.3406 0.1289 0.1473 0.1862 0.4613
"GCF_000010165.1_ASM1016v1" 0.198 -0.0099 0.1845 0.2578 0.1874 0.0295 -0.0149 -0.0359 0.1231 0.2919 0.3203 0.2525 0.173 0.1705 0.2185 0.379 0.0059 0.5187 0.5561
"GCF_000092905.1_ASM9290v1" 0.0458 -0.0288 0.0214 -0.0287 -0.0666 0.2209 0.0277 -0.0334 0.0391 -0.0301 0.0366 0.0484 0.0561 -0.0324 0.1016 0.0137 0.0744 0.0954 0.0588
"GCF_000024285.1_ASM2428v1" 0.01 -0.0217 -0.1005 0.0098 -0.0459 -0.022 0.0741 0.085 -0.0173 0.0364 -0.0271 0.0444 0.0527 0.1585 0.0359 0.1481 0.0193 0.0535 0.2917
"GCF_000219875.1_ASM21987v1" -4e-04 -0.0205 -0.0823 -0.0032 -0.046 -0.0214 0.0681 0.0179 0.0114 0.0642 -0.0101 0.0731 0.0389 0.1897 -0.0269 0.1322 0.0785 0.0208 0.343
"GCA_000242895.3_ASM24289v3" 0.1533 -0.0219 0.129 0.2435 0.1356 0.062 0.0136 0.0563 -0.001 0.0837 0.2639 0.0778 0.0762 0.1098 0.0568 0.2977 0.1117 0.1152 0.4511
"GCF_000019045.1_ASM1904v1" 0.0317 0.1842 -0.0253 0.1397 -0.065 0.02 0.0329 -0.0022 -0.0513 0.2335 0.2247 -0.0015 0.0245 0.1954 0.1181 0.1047 0.0545 0.1538 0.5149
"GCF_000166075.1_ASM16607v1" 0.0469 0.1801 -0.0014 0.0414 0.0871 0.1042 0.1118 -0.0095 0.0466 0.0393 0.1612 0.0314 0.2042 0.1389 0.3318 0.104 0.2329 0.1125 0.5647
"GCF_000023385.1_ASM2338v1" 0.0822 0.1611 0.096 0.0133 0.1201 0.1574 0.146 0.0157 0.0617 0.1502 0.144 0.0561 0.0771 0.1235 0.2943 0.1208 0.1737 0.0701 0.5412
"GCF_000009785.1_ASM978v1" -0.045 0.093 -0.132 0.0554 0.2363 0.2389 0.2122 0.0102 -0.0835 -0.0172 0.1274 0.0824 0.1162 0.1596 0.4402 0.4048 0.1847 0.1179 0.4734
"GCF_000236605.1_ASM23660v1" -0.0804 0.1116 -0.1168 0.0814 0.2527 0.2443 0.225 -0.0063 -0.093 0.0022 0.1487 0.0751 0.1038 0.1357 0.4496 0.3796 0.2413 0.1148 0.4753
"GCF_000015745.1_ASM1574v1" -0.0379 0.2426 -0.1394 0.1683 0.208 0.2071 0.1437 -0.0122 -0.0339 0.1437 0.1328 0.0386 0.0552 0.2466 0.3621 0.4652 0.2926 0.1515 0.381
"GCF_000015785.1_ASM1578v1" 0.2777 -0.0076 0.1195 0.3487 -0.0161 -0.0251 -0.1073 0.0202 -0.1045 0.2759 0.3538 0.058 0.1426 0.0082 0.0197 0.2723 0.0568 0.2844 0.5383
"GCF_000221645.1_ASM22164v1" 0.0585 -0.0671 0.094 0.2424 -0.0034 0.0338 -0.0874 0.0112 0.1395 0.3685 0.3336 0.0257 0.1185 0.0517 -0.032 0.3347 0.0919 0.2653 0.4959
"GCF_000283695.1_ASM28369v1" 0.2348 0.1172 0.2403 0.405 -0.013 0.0597 -0.1154 0.0125 0.1447 0.361 0.3577 0.2438 0.0727 -0.0726 -0.3195 0.2004 -0.0062 0.1702 0.3566
"GCF_000165925.1_ASM16592v1" 0.2777 0.0013 0.1776 0.2875 -0.005 -0.0774 -0.0795 0.0236 0.0272 -0.1063 0.4059 0.0594 0.036 -0.0134 -0.0248 0.1903 -0.0764 0.431 0.6727
"GCF_000186745.1_ASM18674v1" 0.2707 0.1243 0.2605 0.2909 -0.0026 -0.0054 -0.0876 0.0066 -0.0796 0.0658 0.3738 0.1099 0.1299 -0.0799 -0.0272 0.3079 -0.0172 0.2288 0.5803
"GCF_000227485.1_ASM22748v1" 0.3658 0.0599 0.2405 0.4258 0.023 0.0423 -0.0735 -0.0109 -0.0219 0.3052 0.4096 0.1318 0.1828 0.0876 0.0127 0.3871 0.1501 0.3212 0.5746
"GCF_000227465.1_ASM22746v1" 0.3479 0.1228 0.3188 0.4298 0.0213 0.0725 -0.0793 -0.0103 -0.1286 0.3355 0.4378 0.1313 0.1729 0.0802 0.0128 0.4267 0.1411 0.3401 0.5653
"GCF_000017885.4_ASM1788v4" 0.1928 0.2894 0.3253 0.4292 0.0817 0.0046 -0.0419 -0.0287 -0.0725 0.1905 0.4153 -0.0756 0.0882 0.0674 0.2142 0.3672 -0.0673 0.2612 0.6539
"GCF_000008425.1_ASM842v1" -0.0157 -0.0478 -0.0953 0.1604 0.015 -0.0373 -0.144 -0.0245 -0.0067 0.0539 0.3498 0.0855 0.0915 0.0618 0.1046 0.2549 -0.0468 0.3151 0.6452
"GCF_000017425.1_ASM1742v1" 0.267 0.0763 0.3571 0.4129 0.0391 0.0422 -0.0186 0.034 0.1484 0.299 0.3767 0.1442 0.0971 0.0906 0.1324 0.4148 -0.0714 0.2693 0.5059
"GCF_000021305.1_ASM2130v1" 0.3764 0.2302 0.4692 0.4569 0.0522 0.0135 -6e-04 0.027 -0.0157 0.2241 0.4069 0.2064 0.1321 0.2953 0.2854 0.374 0.0713 0.2411 0.6371
"GCF_000193355.1_ASM19335v1" 0.3468 0.2051 0.4671 0.4518 0.0508 0.016 -0.0014 0.0221 0.0069 0.2324 0.3957 0.1894 0.1434 0.2969 0.3062 0.3775 0.08 0.235 0.6297
"GCF_000092165.1_ASM9216v1" 0.3481 0.264 0.462 0.4326 0.0594 0.0208 -0.0045 0.0248 -0.0166 0.207 0.3825 0.196 0.1408 0.2553 0.2825 0.3893 0.0066 0.2243 0.6278
"GCF_000190515.1_ASM19051v1" 0.3479 0.2386 0.4876 0.4058 0.0562 0.029 -0.01 0.0059 6e-04 0.2498 0.4234 0.1521 0.0916 0.1792 0.2711 0.3282 0.0661 0.1989 0.6676
"GCF_000008005.1_ASM800v1" 0.3488 0.2237 0.4694 0.3889 0.0575 0.0175 -0.0056 0.029 -0.0096 0.2114 0.3852 0.1967 0.147 0.249 0.3021 0.3826 0.0509 0.2109 0.6307
"GCF_000008165.1_ASM816v1" 0.4032 0.255 0.488 0.4357 0.0482 0.0163 -0.0062 0.0289 0.0134 0.2951 0.4338 0.2002 0.1502 0.3016 0.3023 0.4067 0.0617 0.2161 0.6065
"GCF_000021785.1_ASM2178v1" 0.394 0.2908 0.472 0.3402 0.0453 0.0331 -0.0102 0.0211 -0.0104 0.108 0.4195 0.1812 0.1085 0.1202 0.207 0.3984 0.0217 0.2062 0.6534
"GCF_000283675.1_ASM28367v1" 0.3906 0.2344 0.4725 0.3807 0.0288 0.0207 -0.0056 0.0083 -0.0104 0.1745 0.3944 0.1927 0.136 0.2438 0.2932 0.3742 0.0568 0.189 0.6335
"GCF_000018825.1_ASM1882v1" 0.3023 0.178 0.4606 0.3995 0.0553 0.0233 -0.0092 0.0253 -0.0172 0.2145 0.3607 0.1882 0.1289 0.1841 0.1807 0.3796 -7e-04 0.2342 0.6054
"GCF_000225265.1_ASM22526v1" 0.2426 0.3428 0.2735 0.4152 0.074 -0.0172 -0.0586 0.0321 -0.0048 0.2119 0.3793 0.1588 0.1909 0.1784 0.1551 0.2939 0.0215 0.2674 0.5858
"GCF_000025825.1_ASM2582v1" 0.1431 0.2145 0.2479 0.4099 0.1327 0.0351 -0.0564 0.0038 -0.0687 0.3787 0.3428 0.174 0.1699 0.1091 0.1583 0.1572 -0.0446 0.2197 0.5419
"GCF_000217835.1_ASM21783v1" -0.0186 0.0124 0.0921 0.0406 0.1255 0.0596 0.0574 0.0277 0.2651 0.0827 0.1345 0.1182 -0.0322 0.1844 0.3682 0.3007 0.0511 0.1238 0.2455
"GCF_000010585.1_ASM1058v1" 0.2358 0.2575 0.5126 0.3565 -0.0877 0.0447 -0.0258 0.0043 -0.1139 0.3346 0.5119 0.2221 0.0169 0.2055 0.0786 0.0621 0.0308 0.3795 0.6439
"GCF_000185885.1_ASM18588v1" 0.1997 0.3213 0.4124 0.3419 -0.0416 -0.0153 -0.0592 0.1527 0.2568 0.1832 0.3332 -0.0282 0.0862 0.4095 0.1179 0.1704 -0.0295 0.2146 0.5148
"GCF_000009405.1_ASM940v1" 0.209 0.1764 0.3395 0.3065 0.0266 -0.0184 0.0072 -0.0086 -0.0099 0.4503 0.3977 0.1531 0.1175 0.2342 0.1471 0.1536 0.2325 0.2706 0.5357
"GCF_000010125.1_ASM1012v1" 0.3046 0.397 0.3732 0.2884 -0.012 0.0048 -0.0017 0.0503 0.2347 0.1276 0.4496 0.1431 0.0903 0.2249 0.0961 0.2276 0.0529 0.2596 0.5822
"GCF_000009865.1_ASM986v1" 0.2649 0.4699 0.5197 0.1447 0.0488 0.0822 -0.0172 0.0431 -0.0539 0.1659 0.4903 0.1987 0.1259 0.363 0.2113 0.2635 0.0974 0.0437 0.4181
"GCF_000025085.1_ASM2508v1" 0.0891 0.1222 0.2813 0.1678 -0.0034 0.0508 0.0063 0.0565 -0.0578 0.3562 0.3743 0.1019 0.0875 0.2934 0.1383 0.0978 -0.004 0.2605 0.5427
"GCF_000007645.1_ASM764v1" 0.1627 0.2626 0.4899 0.159 0.0069 -0.0062 0.0127 0.0568 0.0395 0.0223 0.3858 0.0676 0.0708 0.2877 0.1609 0.1367 0.1271 0.3469 0.5703
"GCF_000024585.1_ASM2458v1" 0.2076 0.2501 0.4795 0.2953 0.0117 -0.0121 -0.0189 0.0686 0.0879 0.3618 0.3961 0.1677 0.1187 0.3349 0.1259 0.2748 0.0923 0.2975 0.6118
"GCF_000245495.1_ASM24549v1" 0.1929 0.2434 0.4749 0.3161 0.0065 -0.0132 -0.0123 0.0638 0.1133 0.3525 0.3848 0.1761 0.1179 0.3312 0.1213 0.2561 0.0889 0.2731 0.5833
"GCF_001602155.1_ASM160215v1" 0.11 0.1287 0.2453 0.3582 0.0215 -0.0231 0.0403 0.0054 -0.0854 -0.0436 0.375 0.2082 0.0123 0.1057 0.1403 0.2999 0.2902 0.2696 0.6562
"GCF_000210615.1_ASM21061v1" -0.0042 0.1388 0.5042 0.3811 0.6054 -0.0146 0.1156 -0.0681 0.0244 0.355 0.5697 0.1763 0.1896 0.2056 0.2125 0.2105 0.1213 0.2949 0.6602
"GCA_000210735.1_ASM21073v1" -0.0892 -0.0433 0.0657 0.1078 0.0246 -0.0025 -0.0928 -0.0122 0.1847 0.1751 0.1107 0.0693 0.634 0.1265 0.1142 0.258 0.2309 0.581 0.5875
"GCF_000179635.2_ASM17963v2" 0.0303 0.3378 0.3865 0.2742 0.0246 0.2876 0.0167 -0.0345 0.1654 0.3337 0.3412 0.4973 0.471 0.2287 0.3651 0.2234 0.2852 0.3845 0.729
"GCF_000210095.1_ASM21009v1" 0.0843 0.111 -0.0182 0.1619 0.1238 0.2041 -0.0988 -0.117 0.1438 0.1877 0.1476 0.3678 0.435 0.2709 0.087 0.0709 0.1283 0.4191 0.3288
"GCF_000178115.2_ASM17811v2" 0.2646 -0.0358 -0.1505 0.0083 0.1157 0.087 0.055 0.0836 -0.015 0.0359 0.0826 0.1699 -0.0359 0.2123 0.2815 0.243 0.1831 0.261 0.3109
"GCF_000178835.2_ASM17883v2" 0.2246 0.2069 0.4286 0.1695 0.0862 0.0158 0.0076 0.0056 -0.0109 0.1121 0.5066 0.0919 0.0932 0.2723 0.3935 0.1037 0.2923 0.3489 0.4023
"GCA_000210555.1_ASM21055v1" 0.0768 -0.0808 0.4494 0.3284 0.4929 0.0404 0.0576 -0.0432 -0.0029 0.344 0.4882 0.2755 0.1029 0.2636 0.0221 0.0341 0.497 0.212 0.4453
"GCF_000146185.1_ASM14618v1" 0.1127 0.0312 0.5096 0.2759 0.1789 0.4527 0.0146 0.0165 0.2818 0.3211 0.4954 0.28 0.1347 0.0777 0.3542 0.2975 0.4351 0.3252 0.3649
"GCF_000145035.1_ASM14503v1" 0.1413 0.279 0.5191 0.4129 0.1906 0.3685 0.169 -0.0026 0.2563 0.3475 0.5321 0.3443 0.3056 0.0158 0.3569 0.4231 0.6195 0.4409 0.3501
"GCF_000270305.1_ASM27030v1" -0.1173 0.0628 -0.0567 -0.0267 0.2119 -0.0969 -0.2553 0.0152 0.0976 0.1525 0.1986 0.2424 0.353 0.0598 0.4245 0.2211 0.1745 0.3044 0.4227
"GCA_000209815.1_ASM20981v1" 0.3483 0.4285 0.4788 0.4531 0.2276 0.3949 0.1679 0.0024 0.1636 0.4176 0.5351 0.3126 0.272 0.2155 0.372 0.3444 0.6066 0.4965 0.4245
"GCF_000225345.1_ASM22534v1" -7e-04 -0.0386 0.2144 0.1699 0.3436 0.1673 0.2341 0.0297 0.0218 0.2474 0.4279 0.3463 0.4098 0.0516 0.3864 0.3131 0.2466 0.2016 0.4982
"GCA_000210655.1_ASM21065v1" -0.0201 -0.0462 0.1951 0.2557 0.4129 -0.0629 0.235 -0.0014 0.023 0.2948 0.4487 0.1989 0.123 0.1121 0.1189 0.1798 0.2189 0.2237 0.5427
"GCF_000020605.1_ASM2060v1" 0.1934 0.0061 0.4086 0.2259 0.4107 0.2984 0.4553 -0.0103 -0.0431 0.3736 0.5609 0.3092 0.1988 0.0733 0.2012 0.3482 0.4967 0.4334 0.5675
"GCF_000144625.1_ASM14462v1" -0.0315 0.0164 -0.0719 -0.0071 0.1775 -0.0082 0.0021 -0.0391 -0.0362 0.0294 0.0399 0.0107 0.0905 -0.0031 0.2076 0.1203 0.1456 0.0945 0.0075
"GCA_000210535.1_ASM21053v1" 0.0779 -0.0175 0.1598 0.1399 0.3078 0.2512 0.3088 -0.0203 0.1186 0.1405 0.3859 0.4162 0.3468 -0.0371 0.3229 0.3364 0.5795 0.1634 0.4715
"GCA_000209895.1_ASM20989v1" 0.0554 -0.0729 0.2917 0.3128 0.3017 0.0369 0.1647 -0.059 0.1248 0.3146 0.3228 0.4413 0.3561 0.0478 0.5567 0.3575 0.5177 0.3213 0.5068
"GCF_000018685.1_ASM1868v1" 0.1292 -0.0158 0.2715 0.0318 0.4716 0.1461 0.046 -0.0128 0.0212 0.1584 0.3195 0.15 0.1337 0.2391 0.3806 0.119 -0.0455 0.3478 0.3645
"GCF_000247605.1_ASM24760v1" 0.0637 0.0822 0.0539 -0.0026 -0.0044 0.0063 0.0639 0.058 0.0458 -0.0129 0.0699 0.043 0.0729 0.0816 -0.0023 -0.0161 0.2338 0.1471 0.2549
"GCF_000152245.2_ASM15224v2" -0.0585 -0.0355 -0.2689 0.0564 0.2925 -0.0383 0.12 -0.0231 -0.0056 0.1305 0.2022 0.118 0.0491 0.0923 0.0311 0.2773 0.0344 0.2669 0.2789
"GCF_000025225.2_ASM2522v1" -0.0294 -0.001 0.0894 0.0712 0.1317 -0.0569 0.1261 0.0192 0.0168 0.0203 0.1475 0.1705 0.1806 0.1734 0.1079 0.0346 0.1591 0.1905 0.2051
"GCF_000244875.1_ASM24487v1" 0.1075 0.0777 0.1845 0.214 0.3323 0.2634 0.0584 0.0026 0.0617 0.0876 0.0531 0.1963 0.0575 0.0824 0.1581 0.2352 0.1162 0.1268 0.1935
"GCF_000022065.1_ASM2206v1" 0.0032 0.1181 0.2111 0.1565 0.3534 0.1136 0.0364 -0.0036 0.0104 -0.0154 0.0046 0.1018 0.0328 0.0804 0.1033 0.1686 0.0542 0.1586 0.2264
"GCF_000184925.1_ASM18492v1" -0.0114 -0.03 -0.0667 0.0956 0.2593 -0.029 0.0378 0.0597 0.0096 0.0659 -0.0124 0.1804 0.0112 0.0078 0.0579 0.1649 0.0669 0.2217 0.2099
"GCF_000237085.1_ASM23708v1" -0.0104 0.0118 -0.0065 0.0325 0.2735 0.0054 -0.0082 0.0271 -0.0767 0.138 -0.0241 0.1429 0.0026 0.0472 0.1451 0.1158 0.1942 0.2591 0.176
"GCF_000016545.1_ASM1654v1" 0.0711 0.2623 -0.0557 0.1543 0.1719 0.0425 0.0292 0.0859 -0.0978 -0.0142 0.0492 0.2873 0.117 0.1039 0.2401 0.0653 0.3816 0.1866 0.231
"GCF_000166355.1_ASM16635v1" 0.1146 0.0794 -0.0493 0.1599 0.2684 0.0158 0.045 0.0927 -0.1005 0.1103 0.0209 0.2452 0.1414 0.1239 0.2042 0.1684 0.3979 0.2967 0.2284
"GCF_000166775.1_ASM16677v1" 0.0263 0.1449 -0.0455 0.218 0.3364 0.0253 0.0101 0.1176 -0.1102 0.4401 0.0343 0.19 0.1648 0.144 0.1744 -0.0245 0.2755 0.2015 0.3483
"GCF_000166695.1_ASM16669v1" 0.0591 0.1637 -0.0578 0.2232 0.3495 0.0453 0.0338 0.1854 0.0815 0.2743 0.0105 0.2316 0.1674 0.1386 0.1801 0.1211 0.316 0.2267 0.2969
"GCF_000166335.1_ASM16633v1" 0.0584 -0.0808 -0.0486 0.0683 0.1005 0.0101 0.0081 0.0927 0.2477 0.308 -0.0147 0.1321 0.0918 0.1601 0.1195 -0.0072 0.3378 0.2006 0.1073
"GCF_000145215.1_ASM14521v1" 0.0106 -0.0712 -0.0492 0.1994 0.2006 0.0334 0.028 0.1464 0.1182 0.3963 0.0557 0.2378 0.1224 0.1998 0.134 0.0698 0.3485 0.2407 0.2071
"GCF_000213235.1_ASM21323v1" -0.0256 0.0474 0.1529 0.0193 -0.0212 0.0214 -0.0081 -0.0136 -0.1784 0.0198 0.0762 0.151 -0.0332 0.1693 0.2108 0.0789 0.1345 0.1912 0.0028
