"ENCp_HEG" "ENCp_rest" "deltaENCp"
"GCF_000016365.1_ASM1636v1" 48.7248 54.6082 0.1077
"GCF_000015305.1_ASM1530v1" 48.8986 54.6438 0.1051
"GCF_000015405.1_ASM1540v1" 47.8832 54.2783 0.1178
"GCF_000015005.1_ASM1500v1" 47.7479 53.8418 0.1132
"GCF_000214155.1_ASM21415v1" 48.7089 52.7527 0.0767
"GCF_000277145.1_ASM27714v1" 50.0799 54.2991 0.0777
"GCF_000014985.1_ASM1498v1" 49.9982 53.2869 0.0617
"GCF_000026685.1_ASM2668v1" 52.2604 56.788 0.0797
"GCF_000154605.2_ASM15460v2" 51.9967 54.9808 0.0543
"GCF_000153685.2_ASM15368v2" 52.0393 54.9434 0.0529
"GCF_000023625.1_ASM2362v1" 52.1704 54.9667 0.0509
"GCA_000277085.1_ASM27708v1" 52.0072 55.1609 0.0572
"GCF_000224435.1_ASM22443v1" 51.7288 54.9626 0.0588
"GCA_000013925.1_ASM1392v1" 48.9814 54.611 0.1031
"GCF_000069185.1_ASM6918v1" 47.2009 55.2422 0.1456
"GCF_000196675.1_ASM19667v1" 50.1717 55.8868 0.1023
"GCF_000062885.1_ASM6288v1" 49.2728 54.8874 0.1023
"GCF_000023245.1_ASM2324v1" 50.7016 55.6854 0.0895
"GCF_000220945.1_ASM22094v1" 48.9811 54.0842 0.0944
"GCF_000023865.1_ASM2386v1" 49.2657 54.4243 0.0948
"GCF_000196835.1_ASM19683v1" 48.8236 54.0275 0.0963
"GCF_000024365.1_ASM2436v1" 49.0872 52.1497 0.0587
"GCF_000025345.1_ASM2534v1" 50.5239 55.2699 0.0859
"GCF_000024545.1_ASM2454v1" 46.9196 52.7829 0.1111
"GCF_000237145.1_ASM23714v1" 48.5995 53.2795 0.0878
"GCF_000016425.1_ASM1642v1" 49.8648 55.4198 0.1002
"GCF_000018265.1_ASM1826v1" 48.9998 55.1458 0.1115
"GCF_000204155.1_ASM20415v1" 48.0807 53.4203 0.1
"GCF_000177655.2_ASM17765v2" 48.826 54.3438 0.1015
"GCF_000092645.1_ASM9264v1" 53.0527 56.413 0.0596
"GCF_000024865.1_ASM2486v1" 51.389 56.1056 0.0841
"GCF_000092985.1_ASM9298v1" 50.369 54.8223 0.0812
"GCF_000012405.1_ASM1240v1" 52.0987 55.2873 0.0577
"GCF_000023265.1_ASM2326v1" 48.8847 53.5855 0.0877
"GCF_000025265.1_ASM2526v1" 40.8831 52.0597 0.2147
"GCF_000014185.1_ASM1418v1" 55.2682 57.3847 0.0369
"GCF_000025185.1_ASM2518v1" 41.2568 52.548 0.2149
"GCF_000196115.1_ASM19611v1" 43.5146 52.0868 0.1646
"GCF_000092105.1_ASM9210v1" 49.048 54.7589 0.1043
"GCA_000165715.3_ASM16571v3" 42.284 52.9434 0.2013
"GCF_000186345.1_ASM18634v1" 50.9908 54.8325 0.0701
"GCA_000242455.3_ASM24245v3" 53.428 56.6085 0.0562
"GCF_000237205.1_ASM23720v1" 50.0598 56.674 0.1167
"GCF_000011565.1_ASM1156v1" 49.3478 56.0992 0.1203
"GCF_000092785.1_ASM9278v1" 50.8593 55.9226 0.0905
"GCF_000253035.1_ASM25303v1" 51.2808 56.308 0.0893
"GCF_000006685.1_ASM668v1" 47.7289 57.0528 0.1634
"GCF_000226605.1_ASM22660v1" 51.6433 57.0456 0.0947
"GCF_000011165.1_ASM1116v1" 27.9586 58.1354 0.5191
"GCF_000204135.1_ASM20413v1" 52.1881 56.8403 0.0818
"GCF_000026025.1_ASM2602v1" 49.2729 57.7268 0.1464
"GCF_000191925.1_ASM19192v1" 48.8297 57.7142 0.1539
"GCF_000007605.1_ASM760v1" 47.96 57.1872 0.1614
"GCF_000009945.1_ASM994v1" 47.5355 57.8445 0.1782
"GCF_000025905.1_ASM2590v1" 40.4653 54.436 0.2566
"GCF_000019965.1_ASM1996v1" 50.0217 53.6305 0.0673
"GCA_000242935.3_ASM24293v3" 51.425 54.5424 0.0572
"GCF_000019665.1_ASM1966v1" 51.1107 55.778 0.0837
"GCF_000020225.1_ASM2022v1" 44.1855 49.8878 0.1143
"GCF_000143725.1_ASM14372v1" 45.0761 52.7037 0.1447
"GCF_000092845.1_ASM9284v1" 45.6806 52.6382 0.1322
"GCF_000022105.1_ASM2210v1" 44.896 51.8883 0.1348
"GCF_000223215.1_ASM22321v1" 43.9632 52.6298 0.1647
"GCF_000019685.1_ASM1968v1" 55.1838 57.9511 0.0478
"GCF_000012085.1_ASM1208v1" 55.881 57.5762 0.0294
"GCF_000165595.2_ASM16559v2" 53.6222 56.5944 0.0525
"GCF_000222305.1_ASM22230v1" 52.3459 56.4542 0.0728
"GCF_000196215.1_ASM19621v1" 51.116 56.0484 0.088
"GCA_000166655.2_ASM16665v1" 50.6286 56.5818 0.1052
"GCF_000147075.1_ASM14707v1" 50.5296 52.663 0.0405
"GCA_000184345.2_ASM18434v2" 49.6567 52.9989 0.0631
"GCA_000242595.3_ASM24259v3" 43.329 50.5382 0.1426
"GCF_000214355.1_ASM21435v1" 50.9881 54.2666 0.0604
"GCF_000214375.1_ASM21437v1" 45.2494 51.315 0.1182
"GCF_000212415.1_ASM21241v1" 42.493 49.3242 0.1385
"GCF_000195275.1_ASM19527v1" 38.1729 49.9995 0.2365
"GCF_000008185.1_ASM818v1" 52.2472 56.0302 0.0675
"GCF_000024485.1_ASM2448v1" 52.7562 56.3924 0.0645
"GCF_000246775.1_ASM24677v1" 52.5668 56.3729 0.0675
"GCF_000208385.1_ASM20838v1" 50.4366 55.5104 0.0914
"GCF_000190435.1_ASM19043v1" 49.5658 56.915 0.1291
"GCF_000236685.1_ASM23668v1" 50.8239 56.7064 0.1037
"GCF_000143985.1_ASM14398v1" 52.7983 56.4812 0.0652
"GCF_000266885.1_ASM26688v1" 45.6238 52.3536 0.1285
"GCF_000017685.1_ASM1768v1" 49.3809 56.1019 0.1198
"GCF_000007685.1_ASM768v1" 52.8851 56.7687 0.0684
"GCF_000231175.1_ASM23117v1" 54.1275 56.8478 0.0479
"GCF_000013945.1_ASM1394v1" 51.1778 55.3179 0.0748
"GCF_000024665.1_ASM2466v1" 36.1961 50.7487 0.2868
"GCF_000010305.1_ASM1030v1" 40.2799 51.6399 0.22
"GCF_000020525.1_ASM2052v1" 42.5279 50.4844 0.1576
"GCF_000020625.1_ASM2062v1" 49.9983 55.7046 0.1024
"GCF_000020545.1_ASM2054v1" 53.4537 56.1824 0.0486
"GCF_000006985.1_ASM698v1" 49.7865 54.6725 0.0894
"GCF_000020505.1_ASM2050v1" 48.1733 54.4834 0.1158
"GCF_000020465.1_ASM2046v1" 50.4002 54.9356 0.0826
"GCF_000015125.1_ASM1512v1" 53.5514 55.8532 0.0412
"GCF_000016085.1_ASM1608v1" 46.6167 55.0489 0.1532
"GCF_000012485.1_ASM1248v1" 46.1078 55.5269 0.1696
"GCF_000020645.1_ASM2064v1" 52.6697 56.412 0.0663
"GCF_000012585.1_ASM1258v1" 43.8546 49.4421 0.113
"GCF_000218895.1_ASM21889v1" 47.9226 53.3088 0.101
"GCF_000263195.1_ASM26319v1" 42.1999 56.0998 0.2478
"GCA_000024525.1_ASM2452v1" 46.09 53.2872 0.1351
"GCF_000023125.1_ASM2312v1" 46.9365 53.2603 0.1187
"GCF_000166395.1_ASM16639v1" 44.6372 57.6091 0.2252
"GCF_000014145.1_ASM1414v1" 43.337 52.3955 0.1729
"GCF_000020565.1_ASM2056v1" 53.1089 57.3733 0.0743
"GCF_000183425.1_ASM18342v1" 50.3824 57.5862 0.1251
"GCF_000265505.1_ASM26550v1" 44.7521 55.2293 0.1897
"GCF_000222485.1_ASM22248v1" 54.919 56.7823 0.0328
"GCF_000325705.1_ASM32570v1" 53.1813 56.2953 0.0553
"GCA_000242635.3_ASM24263v3" 41.7684 56.6253 0.2624
"GCF_000192845.1_ASM19284v1" 53.0606 57.7479 0.0812
"GCF_000023825.1_ASM2382v1" 49.0659 54.2627 0.0958
"GCF_000238215.1_ASM23821v1" 46.0396 54.1409 0.1496
"GCF_000190535.1_ASM19053v1" 44.4259 52.6146 0.1556
"GCF_000212375.1_ASM21237v1" 39.7871 53.8136 0.2606
"GCF_000007585.1_ASM758v1" 44.249 56.1624 0.2121
"GCF_000183135.1_ASM18313v1" 42.2413 55.3303 0.2366
"GCF_000010645.1_ASM1064v1" 51.9074 57.3906 0.0955
"GCF_000012825.1_ASM1282v1" 39.3499 53.4882 0.2643
"GCF_000190575.1_ASM19057v1" 38.8581 53.3513 0.2717
"GCF_000025985.1_ASM2598v1" 39.4838 54.1761 0.2712
"GCF_000011065.1_ASM1106v1" 38.7016 53.6714 0.2789
"GCA_000210075.1_ASM21007v1" 37.4571 53.7896 0.3036
"GCF_000186225.1_ASM18622v1" 47.407 53.7211 0.1175
"GCF_000025925.1_ASM2592v1" 34.2854 49.6262 0.3091
"GCF_000163055.2_ASM16305v2" 39.2587 55.1389 0.288
"GCF_000144405.1_ASM14440v1" 34.6389 52.5236 0.3405
"GCF_000261025.1_ASM26102v1" 38.2097 53.5695 0.2867
"GCF_000220215.1_ASM22021v1" 49.6544 54.0526 0.0814
"GCF_000012845.1_ASM1284v1" 39.1953 53.1691 0.2628
"GCF_000512915.1_ASM51291v1" 40.7683 53.2382 0.2342
"GCF_000265365.1_ASM26536v1" 45.9364 52.3391 0.1223
"GCF_000194605.1_ASM19460v1" 40.2852 54.719 0.2638
"GCF_000236405.1_ASM23640v1" 54.4577 56.487 0.0359
"GCF_000233435.1_ASM23343v1" 46.8165 55.4298 0.1554
"GCF_000022605.2_ASM2260v1" 51.7734 55.3467 0.0646
"GCF_000093165.1_ASM9316v1" 48.1067 55.9007 0.1394
"GCF_000265465.1_ASM26546v1" 45.9653 54.5961 0.1581
"GCF_000023725.1_ASM2372v1" 50.6402 54.4175 0.0694
"GCF_000183155.1_ASM18315v1" 45.6916 57.0161 0.1986
"GCF_000191565.1_ASM19156v1" 45.5301 57.2245 0.2044
"GCF_000189415.1_ASM18941v1" 47.2138 55.555 0.1501
"GCF_000016645.1_ASM1664v1" 43.7732 55.3061 0.2085
"GCF_000064305.2_ASM6430v2" 49.1473 56.9069 0.1364
"GCF_000220625.1_ASM22062v1" 45.4664 54.9558 0.1727
"GCF_000023285.1_ASM2328v1" 42.9466 52.277 0.1785
"GCF_000024125.1_ASM2412v1" 48.3432 51.926 0.069
"GCF_000153165.2_ASM15316v2" 53.0201 57.8007 0.0827
"GCF_000190595.1_ASM19059v1" 46.0374 54.0831 0.1488
"GCF_000186265.1_ASM18626v1" 47.7564 57.7421 0.1729
"GCF_000152945.2_ASM15294v2" 47.003 55.4218 0.1519
"GCA_000211855.3_ASM21185v3" 45.0376 55.1118 0.1828
"GCF_000023465.1_ASM2346v1" 52.1886 57.3794 0.0905
"GCF_000060345.1_ASM6034v1" 52.1348 57.6885 0.0963
"GCF_000265385.1_ASM26538v1" 48.1397 56.0922 0.1418
"GCF_000224085.1_ASM22408v1" 47.0298 54.8177 0.1421
"GCF_000240075.2_ASM24007v2" 44.5108 56.931 0.2182
"GCF_000024005.1_ASM2400v1" 37.5447 51.9791 0.2777
"GCF_000246855.1_ASM24685v1" 46.3796 51.9607 0.1074
"GCA_000243115.3_ASM24311v3" 46.7666 52.0214 0.101
"GCF_000212735.1_ASM21273v1" 47.3051 52.3364 0.0961
"GCF_000250635.1_ASM25063v1" 42.6615 51.6969 0.1748
"GCF_000024845.1_ASM2484v1" 47.76 51.645 0.0752
"GCF_000224745.1_ASM22474v1" 48.7647 51.7824 0.0583
"GCF_000013045.1_ASM1304v1" 53.2563 56.3956 0.0557
"GCA_000146025.1_ASM14602v1" 50.9473 54.66 0.0679
"GCF_000020145.1_ASM2014v1" 43.1407 51.01 0.1543
"GCF_000020985.1_ASM2098v1" 47.5862 53.4663 0.11
"GCF_000025725.1_ASM2572v1" 43.235 54.0169 0.1996
"GCF_000183405.1_ASM18340v1" 50.1335 55.6774 0.0996
"GCF_000218625.1_ASM21862v1" 50.5718 55.3924 0.087
"GCF_000177635.2_ASM17763v2" 43.8794 51.3875 0.1461
"GCF_000517565.1_ASM51756v1" 52.0923 55.0143 0.0531
"GCF_000194135.1_ASM19413v1" 50.8397 54.7236 0.071
"GCF_000021725.1_ASM2172v1" 40.9761 54.0661 0.2421
"GCF_000012965.1_ASM1296v1" 47.0086 54.9971 0.1453
"GCF_000147355.1_ASM14735v1" 47.878 56.3538 0.1504
"GCF_000183725.1_ASM18372v1" 40.16 53.208 0.2452
"GCF_000186245.1_ASM18624v1" 48.4249 54.6966 0.1147
"GCF_000010345.1_ASM1034v1" 42.8195 55.3801 0.2268
"GCF_000017465.1_ASM1746v1" 49.1023 53.5472 0.083
"GCF_000017725.1_ASM1772v1" 46.2649 51.4375 0.1006
"GCF_000017585.1_ASM1758v1" 42.1289 52.3627 0.1954
"GCF_000015085.1_ASM1508v1" 49.9562 55.5826 0.1012
"GCF_000019205.1_ASM1920v1" 52.7012 54.2437 0.0284
"GCF_000011865.1_ASM1186v1" 49.1703 54.5459 0.0986
"GCF_000017485.1_ASM1748v1" 47.1144 55.0705 0.1445
"GCF_000024885.1_ASM2488v1" 47.9484 53.4157 0.1024
"GCF_000265295.1_ASM26529v1" 48.2598 53.4189 0.0966
"GCF_000092245.1_ASM9224v1" 47.4632 56.2524 0.1562
"GCF_000284355.1_ASM28435v1" 45.6602 55.4172 0.1761
"GCF_000284235.1_ASM28423v1" 46.7721 55.9493 0.164
"GCF_000014025.1_ASM1402v1" 45.6665 55.3246 0.1746
"GCF_000196135.1_ASM19613v1" 47.3082 52.1946 0.0936
"GCF_000091985.1_ASM9198v1" 44.5385 51.5285 0.1357
"GCF_000200595.1_ASM20059v1" 41.1537 49.4645 0.168
"GCF_000237285.1_ASM23728v1" 42.4126 49.84 0.149
"GCF_000011725.1_ASM1172v1" 41.3379 50.0675 0.1744
"GCF_000270045.1_ASM27004v1" 43.0727 50.0376 0.1392
"GCF_000008525.1_ASM852v1" 42.8937 49.9211 0.1408
"GCF_000196755.1_ASM19675v1" 42.7587 50.2323 0.1488
"GCF_000021165.1_ASM2116v1" 42.1435 50.5113 0.1657
"GCF_000009305.1_ASM930v1" 44.0075 50.6588 0.1313
"GCF_000185245.1_ASM18524v1" 40.49 50.085 0.1916
"GCF_000148665.1_ASM14866v1" 41.5984 50.2949 0.1729
"GCF_000178935.2_ASM17893v2" 42.4447 50.1884 0.1543
"GCF_000255955.1_ASM25595v1" 43.7559 50.3883 0.1316
"GCF_000224575.1_ASM22457v1" 42.7783 50.1759 0.1474
"GCF_000007905.1_ASM790v1" 48.2714 52.7823 0.0855
"GCF_000010325.1_ASM1032v1" 50.0137 56.5787 0.116
"GCF_000185805.1_ASM18580v1" 43.7405 49.7522 0.1208
"GCF_000191045.1_ASM19104v1" 40.1058 53.3176 0.2478
"GCF_000008625.1_ASM862v1" 42.5867 49.6085 0.1415
"GCF_000020785.1_ASM2078v1" 44.9732 52.3177 0.1404
"GCF_000348765.2_ASM34876v2" 45.8696 52.1342 0.1202
"GCF_000010785.1_ASM1078v1" 46.0297 50.6811 0.0918
"GCF_000025605.1_ASM2560v1" 45.3777 50.6093 0.1034
"GCF_000021545.1_ASM2154v1" 45.9928 52.6529 0.1265
"GCF_000020325.1_ASM2032v1" 47.2643 54.3084 0.1297
"GCF_000021565.1_ASM2156v1" 40.68 47.3936 0.1417
"GCF_000196815.1_ASM19681v1" 50.356 55.0174 0.0847
"GCF_000226295.1_ASM22629v1" 50.5112 52.8452 0.0442
"GCF_000014905.1_ASM1490v1" 49.7678 54.1377 0.0807
"GCF_000014005.1_ASM1400v1" 47.8654 54.2206 0.1172
"GCF_000022565.1_ASM2256v1" 42.2559 52.6552 0.1975
"GCF_000178975.2_ASM17897v2" 53.3038 57.3945 0.0713
"GCF_000265425.1_ASM26542v1" 46.5612 54.0378 0.1384
"GCF_000179915.2_ASM17991v2" 49.7972 55.7461 0.1067
"GCF_000012885.1_ASM1288v1" 44.391 53.314 0.1674
"GCF_000020385.1_ASM2038v1" 43.7457 51.5887 0.152
"GCF_000015045.1_ASM1504v1" 47.9667 54.4742 0.1195
"GCF_000210155.1_ASM21015v1" 52.3458 55.8523 0.0628
"GCF_000012925.1_ASM1292v1" 53.0418 56.4874 0.061
"GCF_000022265.1_ASM2226v1" 50.0704 55.6106 0.0996
"GCF_000016745.1_ASM1674v1" 52.3633 56.6119 0.075
"GCF_000023645.1_ASM2364v1" 49.2712 57.4093 0.1418
"GCF_000175115.2_ASM17511v2" 50.3364 56.7321 0.1127
"GCF_000024325.1_ASM2432v1" 48.1755 54.3123 0.113
"GCF_000023225.1_ASM2322v1" 45.1734 53.7339 0.1593
"GCF_000015485.1_ASM1548v1" 44.6491 54.845 0.1859
"GCF_000021385.1_ASM2138v1" 40.6628 48.3508 0.159
"GCF_000022125.1_ASM2212v1" 42.069 50.8084 0.172
"GCF_000010665.1_ASM1066v1" 45.5159 52.2905 0.1296
"GCF_000176915.2_ASM17691v2" 49.288 54.7021 0.099
"GCF_000023445.1_ASM2344v1" 39.6839 54.276 0.2688
"GCF_000092205.1_ASM9220v1" 45.8546 49.851 0.0802
"GCF_000025945.1_ASM2594v1" 44.0512 57.2217 0.2302
"GCF_000186885.1_ASM18688v1" 48.0904 52.7069 0.0876
"GCF_000018405.1_ASM1840v1" 42.6908 49.0614 0.1298
"GCF_000020365.1_ASM2036v1" 51.1465 53.9569 0.0521
"GCF_000014965.1_ASM1496v1" 51.974 56.4472 0.0792
"GCF_000143965.1_ASM14396v1" 47.9522 49.8997 0.039
"GCF_000013405.1_ASM1340v1" 48.5719 54.5007 0.1088
"GCF_000266945.1_ASM26694v1" 53.9257 57.486 0.0619
"GCF_000195295.1_ASM19529v1" 48.3049 54.2017 0.1088
"GCF_000217795.1_ASM21779v1" 49.4372 55.8788 0.1153
"GCF_000196175.1_ASM19617v1" 36.6216 50.0154 0.2678
"GCF_000067165.1_ASM6716v1" 52.1747 55.6699 0.0628
"GCF_000024805.1_ASM2480v1" 49.2928 52.3471 0.0583
"GCF_000255295.1_ASM25529v1" 49.4513 54.1761 0.0872
"GCF_000012685.1_ASM1268v1" 49.7899 55.2055 0.0981
"GCF_000219105.1_ASM21910v1" 50.681 55.1535 0.0811
"GCF_000165485.1_ASM16548v1" 51.5828 56.4212 0.0858
"GCF_000017505.1_ASM1750v1" 51.3934 55.7773 0.0786
"GCF_000013385.1_ASM1338v1" 51.7713 55.9259 0.0743
"GCF_000221025.1_ASM22102v1" 49.9607 55.4025 0.0982
"GCF_000020825.1_ASM2082v1" 48.3825 53.93 0.1029
"GCA_000214095.3_ASM21409v3" 49.1903 54.5278 0.0979
"GCF_000024765.1_ASM2476v1" 47.637 52.9685 0.1007
"GCF_000012605.1_ASM1260v1" 40.9784 52.5881 0.2208
"GCF_000214825.1_ASM21482v1" 42.9454 50.7388 0.1536
"GCA_000227665.3_ASM22766v3" 43.3704 50.8217 0.1466
"GCF_000024085.1_ASM2408v1" 41.3052 54.2781 0.239
"GCF_000148645.1_ASM14864v1" 35.191 48.4626 0.2739
"GCF_000014885.1_ASM1488v1" 40.5693 55.5024 0.2691
"GCF_000019185.1_ASM1918v1" 38.7331 54.6423 0.2912
"GCF_000018285.1_ASM1828v1" 38.1593 54.6068 0.3012
"GCF_000019525.1_ASM1952v1" 41.0633 56.6266 0.2748
"GCF_000018025.1_ASM1802v1" 42.0607 56.7782 0.2592
"GCF_000091325.1_ASM9132v1" 43.3533 56.4768 0.2324
"GCF_000146165.2_ASM14616v2" 39.2786 52.5887 0.2531
"GCF_000203935.1_ASM20393v1" 36.4386 52.3253 0.3036
"GCF_000018765.1_ASM1876v1" 38.6989 52.4712 0.2625
"GCF_000015185.1_ASM1518v1" 39.7967 53.4831 0.2559
"GCF_000169215.2_ASM16921v2" 40.6819 53.4787 0.2393
"GCF_000015285.1_ASM1528v1" 44.9331 53.727 0.1637
"GCF_000196255.1_ASM19625v1" 39.1204 53.9191 0.2745
"GCF_000196495.1_ASM19649v1" 38.5539 53.9046 0.2848
"GCF_000020845.1_ASM2084v1" 35.3141 52.9713 0.3333
"GCF_000091465.1_ASM9146v1" 35.1009 53.034 0.3381
"GCF_000017705.1_ASM1770v1" 33.2679 52.7613 0.3695
"GCF_000024825.1_ASM2482v1" 34.1871 52.571 0.3497
"GCF_000196095.1_ASM19609v1" 33.8757 51.5561 0.3429
"GCF_000009745.1_ASM974v1" 34.3571 52.2696 0.3427
"GCF_000241385.1_ASM24138v1" 34.052 53.3637 0.3619
"GCF_000217675.1_ASM21767v1" 37.4597 53.5409 0.3004
"GCF_000184325.1_ASM18432v1" 33.9274 48.2309 0.2966
"GCF_000195065.1_ASM19506v1" 33.9082 51.6006 0.3429
"GCF_000022585.1_ASM2258v1" 34.109 51.6437 0.3395
"GCA_000166455.2_ASM16645v2" 34.0725 51.4391 0.3376
"GCF_000209675.1_ASM20967v1" 38.9898 49.626 0.2143
"GCF_000234745.1_ASM23474v1" 37.2622 49.6236 0.2491
"GCF_000006825.1_ASM682v1" 36.7004 48.9827 0.2507
"GCA_000016485.1_ASM1648v1" 35.1395 49.4568 0.2895
"GCF_000165525.1_ASM16552v1" 35.4159 49.6445 0.2866
"GCF_000210895.1_ASM21089v1" 33.9973 48.5885 0.3003
"GCA_000241025.2_ASM24102v2" 37.4955 45.8691 0.1826
"GCF_000022985.1_ASM2298v1" 39.8953 47.9773 0.1685
"GCF_000007745.1_ASM774v1" 36.4322 47.6069 0.2347
"GCF_000017245.1_ASM1724v1" 37.3228 47.1172 0.2079
"GCF_000021885.1_ASM2188v1" 35.1844 51.3336 0.3146
"GCF_000007945.1_ASM794v1" 41.5322 50.3029 0.1744
"GCF_000015885.1_ASM1588v1" 35.3325 45.6264 0.2256
"GCF_000011785.1_ASM1178v1" 48.734 52.6876 0.075
"GCF_000027225.1_ASM2722v1" 37.9972 53.6871 0.2922
"GCF_000252955.1_ASM25295v1" 37.445 53.9173 0.3055
"GCF_000196155.1_ASM19615v1" 42.4796 54.8988 0.2262
"GCF_000069965.1_ASM6996v1" 38.9403 52.7657 0.262
"GCF_000009345.1_ASM934v1" 37.7974 51.4066 0.2647
"GCF_000222975.1_ASM22297v1" 38.3473 52.3779 0.2679
"GCF_000007885.1_ASM788v1" 38.3173 52.4189 0.269
"GCF_000241955.1_ASM24195v1" 37.8191 48.0042 0.2122
"GCF_000187705.1_ASM18770v1" 37.2908 48.0249 0.2235
"GCA_000648575.1_ASM64857v1" 38.4434 47.9287 0.1979
"GCF_000018085.1_ASM1808v1" 37.7979 48.2744 0.217
"GCF_000146305.1_ASM14630v1" 35.1941 48.6587 0.2767
"GCF_000022885.2_ASM2288v2" 37.2763 49.7821 0.2512
"GCA_000023545.1_ASM2354v1" 36.8981 49.9067 0.2607
"GCA_000023565.1_ASM2356v1" 36.1466 49.4254 0.2687
"GCF_000025065.1_ASM2506v1" 34.8718 49.9585 0.302
"GCF_000147055.1_ASM14705v1" 35.6395 47.961 0.2569
"GCF_000024645.1_ASM2464v1" 37.3627 51.4944 0.2744
"GCF_000011605.1_ASM1160v1" 37.8171 51.3873 0.2641
"GCF_000023605.1_ASM2360v1" 36.8237 50.2769 0.2676
"GCF_000175935.2_ASM17593v2" 34.9441 47.6572 0.2668
"GCF_000233595.1_ASM23359v1" 37.4458 49.5539 0.2443
"GCF_000270125.2_ASM27012v2" 37.0361 49.7507 0.2556
"GCF_000148935.1_ASM14893v1" 37.0455 47.6953 0.2233
"GCF_000196615.1_ASM19661v1" 36.9823 47.7601 0.2257
"GCF_000026985.1_ASM2698v1" 38.9972 49.7579 0.2163
"GCF_000017665.1_ASM1766v1" 33.3816 46.7095 0.2853
"GCF_000016325.1_ASM1632v1" 35.1134 48.9973 0.2834
"GCF_000025565.1_ASM2556v1" 34.4625 48.982 0.2964
"GCA_000210775.1_ASM21077v1" 35.6504 47.9354 0.2563
"GCF_000164865.1_ASM16486v1" 33.8667 47.6161 0.2888
"GCF_000215745.1_ASM21574v1" 34.2661 47.7693 0.2827
"GCF_000220485.1_ASM22048v1" 35.2295 48.0377 0.2666
"GCF_000019565.1_ASM1956v1" 34.5366 48.2455 0.2841
"GCF_000027085.1_ASM2708v1" 35.287 48.4682 0.272
"GCF_000026225.1_ASM2622v1" 32.8167 50.1888 0.3461
"GCF_000010765.1_ASM1076v1" 33.577 50.4349 0.3343
"GCF_000019425.1_ASM1942v1" 32.5915 49.3065 0.339
"GCF_000012025.1_ASM1202v1" 33.2373 50.2583 0.3387
"GCF_000025165.1_ASM2516v1" 33.4284 49.9726 0.3311
"GCF_000014845.1_ASM1484v1" 34.05 50.2739 0.3227
"GCF_000252875.1_ASM25287v1" 35.2613 49.6195 0.2894
"GCF_000235545.1_ASM23554v1" 34.8546 49.6828 0.2985
"GCF_000245535.1_ASM24553v1" 35.3735 50.1368 0.2945
"GCF_000239975.1_ASM23997v1" 34.1438 48.6541 0.2982
"GCF_000240325.1_ASM24032v1" 35.4237 47.9507 0.2612
"GCA_000240185.2_ASM24018v2" 35.0154 48.3161 0.2753
"GCF_000233895.1_ASM23389v1" 33.5009 49.6351 0.3251
"GCA_000308975.2_ASM30897v2" 32.99 49.4643 0.3331
"GCF_000252995.1_ASM25299v1" 35.187 50.0853 0.2975
"GCF_000020705.1_ASM2070v1" 35.4247 49.6637 0.2867
"GCF_000018385.1_ASM1838v1" 35.3993 49.8151 0.2894
"GCF_000020925.1_ASM2092v1" 34.9854 49.6325 0.2951
"GCF_000018045.1_ASM1804v1" 33.7302 48.3874 0.3029
"GCF_000243075.1_ASM24307v1" 40.3383 47.0236 0.1422
"GCF_000023065.1_ASM2306v1" 32.8643 49.3097 0.3335
"GCF_000196395.1_ASM19639v1" 39.157 52.7546 0.2578
"GCF_000204115.1_ASM20411v1" 36.2011 51.0213 0.2905
"GCF_000014805.1_ASM1480v1" 36.8415 51.1238 0.2794
"GCF_000008465.1_ASM846v1" 41.0626 52.6965 0.2208
"GCF_000014225.1_ASM1422v1" 43.5919 53.6448 0.1874
"GCF_000226565.1_ASM22656v1" 44.2696 55.2286 0.1984
"GCF_000213655.1_ASM21365v1" 41.6964 54.7538 0.2385
"GCF_000020585.3_ASM2058v3" 39.3976 54.6485 0.2791
"GCF_000012325.1_ASM1232v1" 41.3596 54.2015 0.2369
"GCF_000026085.1_ASM2608v1" 42.6907 49.0486 0.1296
"GCF_000184065.1_ASM18406v1" 38.8234 50.6856 0.234
"GCF_000046845.1_ASM4684v1" 39.1267 51.9454 0.2468
"GCF_000226275.1_ASM22627v1" 38.9032 52.5 0.259
"GCF_000191145.1_ASM19114v1" 37.8258 52.1257 0.2743
"GCF_000196795.1_ASM19679v1" 36.8393 52.486 0.2981
"GCA_000015425.1_ASM1542v1" 36.2132 52.4063 0.309
"GCA_000069205.1_ASM6920v1" 36.2929 53.0571 0.316
"GCF_000069245.1_ASM6924v1" 38.7409 52.4879 0.2619
"GCF_000302495.1_RH4.0" 43.4211 50.1382 0.134
"GCF_000012305.1_ASM1230v1" 40.7328 50.7415 0.1972
"GCF_000013905.1_ASM1390v1" 42.1585 51.0013 0.1734
"GCF_000016885.1_ASM1688v1" 41.6534 50.6332 0.1774
"GCF_000198515.1_ASM19851v1" 47.3382 53.1585 0.1095
"GCF_000009365.1_ASM936v1" 42.2694 52.2533 0.1911
"GCF_000017285.1_ASM1728v1" 39.5636 54.1545 0.2694
"GCF_000192865.1_ASM19286v1" 38.3261 56.1595 0.3175
"GCF_000214215.1_ASM21421v1" 39.1559 53.2504 0.2647
"GCF_000012985.1_ASM1298v1" 45.0099 53.109 0.1525
"GCF_000015365.1_ASM1536v1" 39.7642 52.8948 0.2482
"GCF_000166295.1_ASM16629v1" 40.9679 54.3401 0.2461
