"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "S_avg"
"GCF_000023385.1_ASM2338v1" 0.3616 0.517 1.0802 0.4482 -1.4867 -0.9616 -0.383 0.2576 1.1606 0.4997 0.0741 0.368
"GCF_000009785.1_ASM978v1" 0.412 0.1173 0.8918 0.498 -1.1564 -0.9468 -0.6187 0.448 1.0048 2.2879 0.214 0.4191
"GCF_000236605.1_ASM23660v1" 0.4459 0.101 0.9123 0.415 -1.1672 -0.9722 -0.6393 0.4511 0.9444 1.5032 0.1569 0.3837
"GCF_000015745.1_ASM1574v1" 0.5153 0.4207 1.178 0.7318 -1.3735 -0.909 -0.6247 0.4883 1.0853 2.4504 0.3072 0.5849
"GCF_000015785.1_ASM1578v1" 1.29 0.7468 1.4193 1.078 -1.1282 -0.4682 -0.259 0.218 -0.0323 -0.0542 0.4289 0.8954
"GCF_000221645.1_ASM22164v1" 1.3218 0.8276 1.3762 1.0933 -1.0802 -0.4892 -0.2863 0.2317 -0.0788 0.1377 0.5339 0.94
"GCF_000283695.1_ASM28369v1" 1.1474 0.7869 1.2099 0.8785 -1.0913 -0.4145 -0.2942 0.1688 -0.1825 -0.2288 0.4066 0.7815
"GCF_000165925.1_ASM16592v1" 1.2678 0.7813 1.307 1.0225 -1.0532 -0.6054 -0.3444 0.3163 0.4761 -0.1237 0.5754 0.9267
"GCF_000186745.1_ASM18674v1" 1.4989 0.8721 1.4672 1.1037 -1.2577 -0.6665 -0.4431 0.4624 0.6507 -0.182 0.596 1.0192
"GCF_000227485.1_ASM22748v1" 1.5047 0.8826 1.4609 1.0936 -1.2277 -0.6732 -0.4504 0.4387 0.3929 -0.2458 0.5846 1.0086
"GCF_000227465.1_ASM22746v1" 1.3971 0.8018 1.4432 1.0029 -1.2502 -0.6512 -0.4418 0.4375 0.6596 -0.3217 0.5536 0.9542
"GCF_000017885.4_ASM1788v4" 1.1602 0.8582 1.3774 1.3301 -0.9921 -0.3201 -0.4294 0.7155 0.4636 0.5088 0.8889 1.1342
"GCF_000008425.1_ASM842v1" 1.0944 0.6142 1.1838 1.0701 -1.0645 -0.5591 -0.2638 0.1403 0.0161 -0.2731 0.3436 0.7937
"GCF_000017425.1_ASM1742v1" 1.9556 1.6053 2.0285 1.7999 -1.1807 -0.3157 -0.0238 1.0174 0.712 1.1629 1.5145 1.7461
"GCF_000021305.1_ASM2130v1" 1.8362 1.2585 1.9439 1.69 -1.1375 -0.2721 -0.0538 1.2238 0.6245 1.3141 1.5375 1.6921
"GCF_000193355.1_ASM19335v1" 1.8006 1.2561 1.8789 1.6821 -1.1069 -0.235 -0.0251 1.2377 0.6539 1.3399 1.5223 1.6692
"GCF_000092165.1_ASM9216v1" 1.843 1.3264 1.8413 1.725 -0.9851 -0.2385 9e-04 1.2173 0.5788 1.4068 1.5818 1.7041
"GCF_000190515.1_ASM19051v1" 1.7986 1.2602 1.9453 1.6996 -0.9434 -0.1856 -0.0553 1.1333 0.6984 1.1823 1.5434 1.6935
"GCF_000008005.1_ASM800v1" 1.7746 1.2501 1.9293 1.7014 -0.924 -0.213 -0.0739 1.133 0.4983 1.2323 1.5239 1.6796
"GCF_000008165.1_ASM816v1" 1.8916 1.199 1.9738 1.6927 -0.8496 -0.2082 -0.0428 1.2523 0.6972 1.2247 1.557 1.7163
"GCF_000021785.1_ASM2178v1" 1.9056 1.1848 1.9618 1.6578 -0.9044 -0.2133 -0.0497 1.1759 0.6627 1.1789 1.5252 1.6937
"GCF_000283675.1_ASM28367v1" 1.7694 1.2404 1.9686 1.6619 -0.9924 -0.1867 -0.0418 1.1327 0.6613 1.2056 1.5386 1.6811
"GCF_000018825.1_ASM1882v1" 1.4398 1.1374 1.5613 1.5931 -0.8366 -0.2109 -0.0339 1.0148 0.4183 1.0914 1.4107 1.489
"GCF_000225265.1_ASM22526v1" 1.0431 0.9303 1.8862 1.2908 -1.6842 -0.2308 -0.2211 0.3981 -0.4236 0.3334 1.3013 1.3598
"GCF_000025825.1_ASM2582v1" 0.9442 0.8779 1.7637 1.3142 -1.4798 -0.3147 -0.2443 0.4974 -0.0766 0.4457 1.1941 1.2909
"GCF_000217835.1_ASM21783v1" 0.5408 0.589 0.7315 0.5936 -0.6038 -0.6689 -0.4912 0.1893 0.2887 0.3156 -0.0834 0.3401
"GCF_000010585.1_ASM1058v1" 1.5558 1.2674 1.2918 1.3304 -1.7536 -1.1775 -0.5983 0.6853 -0.398 0.5446 0.7382 1.1156
"GCF_000185885.1_ASM18588v1" 1.2478 1.2475 1.4501 1.2788 -1.4632 -0.7728 -0.4259 0.8668 0.4324 1.1762 1.1414 1.2488
"GCF_000009405.1_ASM940v1" 1.3737 1.3335 1.2205 1.2629 -2.0476 -1.1331 -0.754 1.2292 0.494 0.5353 1.0217 1.1785
"GCF_000010125.1_ASM1012v1" 0.8665 1.0859 1.4121 1.5287 -1.6049 -0.9218 -0.6347 0.8493 -0.1831 0.8059 0.932 1.1819
"GCF_000009865.1_ASM986v1" 0.8264 1.2333 1.1873 1.2469 -1.3786 -1.1803 -0.6843 0.8127 0.3231 0.6494 1.0468 1.0947
"GCF_000025085.1_ASM2508v1" 1.0571 1.2248 1.2098 1.1501 -2.2535 -1.031 -0.9924 0.6835 0.1434 0.402 0.9409 1.0661
"GCF_000007645.1_ASM764v1" 0.9243 1.0771 1.286 0.9823 -1.404 -0.9173 -1.0405 0.8499 0.1557 0.5941 0.8721 0.9855
"GCF_000024585.1_ASM2458v1" 1.3208 1.3736 1.5289 1.4575 -1.3887 -0.91 -0.3914 1.0808 0.3228 0.6221 1.1597 1.3343
"GCF_000245495.1_ASM24549v1" 1.3521 1.4248 1.5521 1.499 -1.3824 -0.8963 -0.3755 1.0917 0.3112 0.6625 1.165 1.3575
"GCF_001602155.1_ASM160215v1" 1.1557 0.9022 1.1297 1.2052 -2.3308 -0.568 -0.6201 0.8715 1.2343 0.8456 0.8676 1.0514
"GCF_000210615.1_ASM21061v1" 1.3753 0.949 1.3037 1.2655 1.1098 -0.4879 -1.3599 0.6669 -0.1382 0.249 0.649 1.0538
"GCA_000210735.1_ASM21073v1" 1.0352 0.3611 0.5068 0.6362 1.9773 1.6504 0.7079 -0.06 0.8556 1.098 0.4912 0.6316
"GCF_000179635.2_ASM17963v2" 0.5471 1.52 1.0501 1.1839 Inf 1.9803 0.8103 0.4317 0.4588 0.7667 1.2739 1.079
"GCF_000210095.1_ASM21009v1" 0.8164 0.8466 0.9194 0.7603 1.0658 1.3772 -0.0513 0.3827 0.8235 0.3397 0.2967 0.6009
"GCF_000178115.2_ASM17811v2" 0.2113 0.3658 1.0358 0.441 0.9338 -0.0348 -0.0206 0.1167 0.3945 0.678 0.6329 0.5901
"GCF_000178835.2_ASM17883v2" 1.4797 1.6966 1.4833 1.6014 -2.2879 -1.6552 -0.9134 0.5673 -0.1117 1.1713 1.2649 1.4196
"GCA_000210555.1_ASM21055v1" 1.1283 0.6419 0.8524 1.0718 1.3423 0.04 -0.7024 0.0061 0.1545 0.8246 0.9193 0.985
"GCF_000146185.1_ASM14618v1" 0.8998 0.634 1.2105 1.1781 1.7393 1.2898 0.2092 0.1381 0.3711 0.7932 1.2244 1.1557
"GCF_000145035.1_ASM14503v1" 0.7566 0.781 1.617 1.1187 2.0518 1.4125 0.5361 0.2733 0.7191 0.8032 0.8775 1.0501
"GCF_000270305.1_ASM27030v1" 0.6294 0.1342 0.7281 0.5678 0.8571 -0.0858 0.229 0.3347 0.3873 0.5038 0.2988 0.4925
"GCA_000209815.1_ASM20981v1" 0.4003 0.2519 0.9114 0.9648 0.904 1.0039 0.2617 0.3705 -0.31 1.1336 0.7308 0.7624
"GCF_000225345.1_ASM22534v1" 0.8003 0.1911 1.445 0.9313 2.2247 0.471 0.4188 0.0458 0.1697 0.2999 0.6127 0.868
"GCA_000210655.1_ASM21065v1" 0.7887 0.3969 1.3129 0.9487 1.3192 -0.1248 0.2697 0.3004 0.3225 0.6749 0.5281 0.8235
"GCF_000020605.1_ASM2060v1" 0.896 0.184 1.6586 1.0217 1.8701 0.2253 0.6312 0.033 0.2177 0.4287 0.9064 1.0586
"GCF_000144625.1_ASM14462v1" 0.6709 0.4055 0.8245 0.7482 1.3703 0.2515 -0.0545 0.0841 0.0932 0.1845 0.5381 0.6642
"GCA_000210535.1_ASM21053v1" 0.7877 0.6902 0.7457 1.1633 2.2244 0.4866 0.6358 0.1029 0.3543 0.1777 0.6025 0.7998
"GCA_000209895.1_ASM20989v1" 0.5792 0.2537 0.729 1.0212 2.5331 0.1374 0.1683 0.1027 0.5038 0.5888 0.3746 0.6333
"GCF_000018685.1_ASM1868v1" 1.2244 1.0487 1.3967 1.134 1.2345 0.7308 0.0301 0.5497 -0.0218 1.0234 0.7746 1.0492
"GCF_000247605.1_ASM24760v1" 0.359 -0.0929 0.9704 0.3658 -0.6628 -0.1961 -1.0968 0.3364 -0.1864 0.0506 -0.0138 0.3034
"GCF_000152245.2_ASM15224v2" 0.6128 0.2887 1.0794 0.3005 0.3204 -0.558 -1.1649 0.1806 -0.325 -0.0805 0.2728 0.4648
"GCF_000025225.2_ASM2522v1" 0.2068 0.4488 0.5788 0.6597 -0.5347 0.287 0.0157 -0.013 0.3221 0.4135 0.3145 0.4372
"GCF_000244875.1_ASM24487v1" 0.4183 0.3994 0.393 0.4957 -0.0454 0.6338 -0.4966 -0.1745 0.0858 0.1539 0.5584 0.4818
"GCF_000022065.1_ASM2206v1" 0.486 0.4232 0.296 0.5005 0.0031 0.655 -0.476 -0.2421 0.0031 0.0611 0.4089 0.4309
"GCF_000184925.1_ASM18492v1" -0.0583 0.4185 0.5896 0.1034 0.357 0.3265 -0.1614 0.15 0.0877 -0.3472 -0.0549 0.1083
"GCF_000237085.1_ASM23708v1" 0.2129 0.3801 0.3774 0.1898 0.1486 0.1991 -0.2672 0.0425 0.1361 0.1482 0.166 0.2203
"GCF_000016545.1_ASM1654v1" -3e-04 -0.1484 0.0329 0.1357 0.3235 0.4808 0.232 0.1779 0.0884 0.6273 -0.0229 0.0313
"GCF_000166355.1_ASM16635v1" -0.0338 0.0014 0.459 0.3067 0.5147 0.4536 0.1488 0.2479 0.5216 1.1017 0.2373 0.2393
"GCF_000166775.1_ASM16677v1" 0.1101 0.1597 0.6479 0.1208 0.3593 0.3995 0.0916 0.2514 0.3828 0.8274 0.2323 0.2582
"GCF_000166695.1_ASM16669v1" -0.0135 0.0396 0.4579 0.2203 0.4435 0.419 0.0824 0.3266 0.3476 1.0007 0.1334 0.1854
"GCF_000166335.1_ASM16633v1" 0.0063 0.1122 0.4616 0.1883 0.3567 0.4084 0.1222 0.1895 0.1689 0.5065 0.0966 0.1694
"GCF_000145215.1_ASM14521v1" -0.0161 0.1174 0.5348 0.209 0.3579 0.391 0.1486 0.2218 0.5508 0.5012 0.2087 0.223
"GCF_000213235.1_ASM21323v1" 0.1358 0.3449 0.2026 0.4147 0.3107 0.1474 -0.161 0.3528 0.4592 0.1344 -0.1025 0.1527
"GCF_000144645.1_ASM14464v1" 0.6271 0.7033 0.8193 0.6194 0.6758 0.6021 0.241 0.6477 0.898 1.1828 0.3578 0.5739
"GCF_000166415.1_ASM16641v1" 0.2883 0.1265 0.4355 0.0486 0.2351 0.1396 -0.043 0.1745 0.0751 -0.0977 -0.2364 0.0609
"GCF_000165465.1_ASM16546v1" 1.1982 0.9551 1.317 0.5724 0.3664 0.6003 0.173 0.7901 0.9727 0.8545 0.6492 0.8324
"GCF_000020485.1_ASM2048v1" -0.061 0.2631 0.3812 -0.0547 0.6656 0.159 -0.1648 0.1918 -0.1867 0.4964 -0.1703 -0.0255
"GCF_000144695.1_ASM14469v1" -0.1385 0.0647 0.3648 0.1472 0.3719 0.0839 -0.2851 0.1827 -0.6059 -0.0387 -0.1942 0.0033
"GCF_000020005.1_ASM2000v1" 0.1799 0.3962 0.5866 0.4948 0.21 0.0113 0.1365 0.4422 0.2076 0.2974 0.055 0.2991
"GCA_000219855.1_ASM21985v1" 0.7905 0.393 -0.0412 0.0533 0.1802 0.4418 0.1076 0.2513 0.8233 0.2578 -0.1468 0.0946
"GCF_000184705.1_ASM18470v1" 0.3297 0.258 -0.0187 0.8065 0.9467 1.6746 0.145 0.2589 -0.7904 0.1749 -0.1004 0.1637
"GCF_000009905.1_ASM990v1" -0.1677 -0.2233 0.1122 -0.5029 0.0285 1.0046 0.2176 -0.2937 1.4227 0.5373 -0.2942 -0.2461
"GCF_000195335.1_ASM19533v1" 0.4732 0.6253 -0.0083 0.6596 1.5938 0.6861 0.2192 -0.1617 -0.8539 1.3745 -0.692 -0.0624
"GCF_000183745.1_ASM18374v1" 0.8036 0.4844 0.4417 1.0443 0.6185 0.2765 0.1488 0.1663 -0.4306 -0.9826 0.1295 0.505
"GCF_000092125.1_ASM9212v1" 0.0803 0.0942 0.3658 0.3813 -4e-04 0.5487 -0.0771 -0.1087 -0.3609 0.0229 0.1847 0.2478
"GCF_000024425.1_ASM2442v1" 0.0535 0.2205 0.2622 0.1846 0.0391 0.2722 -0.4102 -0.3304 0.2421 -0.2949 -0.148 0.0436
"GCF_000187005.1_ASM18700v1" 0.442 0.2919 -0.0547 0.5618 1.3097 1.2944 0.5615 0.111 1.0665 0.5356 -0.224 0.1026
"GCF_000309885.1_ASM30988v1" 0.2772 0.8978 -0.4574 0.0287 1.0436 1.0752 0.8192 -0.1015 0.0939 -0.5673 -0.6101 -0.2589
"GCF_000236585.1_ASM23658v1" 1.1024 0.2911 -0.0682 -0.1782 1.3538 1.0239 0.6044 -0.0378 0.5227 -0.3718 -0.7311 -0.0799
"GCF_000258245.1_ASM25824v1" -0.2865 0.1721 -0.2288 -0.0506 1.3967 1.0019 0.933 0.5188 0.9212 0.53 -0.7103 -0.3926
"GCF_000091545.1_ASM9154v1" 0.2417 0.0315 -0.3108 -0.4775 1.664 1.012 0.6849 0.7956 0.0037 -0.4859 -0.6512 -0.3563
"GCF_000186385.1_ASM18638v1" 1.2948 2.7903 0.013 1.1606 -0.3063 0.4212 -0.7751 0.7726 Inf 1.2385 0.7389 0.7827
"GCF_000317835.1_ASM31783v1" 0.5871 0.9491 0.0484 0.5963 -3e-04 0.5036 -0.1927 0.1623 -0.1651 0.7284 0.4165 0.4036
"GCF_000252445.1_ASM25244v1" 0.7462 1.0913 0.56 1.3958 0.5533 1.0375 -0.7818 0.4069 0.3888 0.8913 0.3873 0.7287
"GCF_000020685.1_ASM2068v1" 1.2909 1.5244 0.8076 1.3344 1.0229 0.9604 -0.3467 0.4145 0.9833 1.0363 0.6837 0.9624
"GCF_000008565.1_ASM856v1" 1.1042 1.8028 1.0609 1.4021 0.4914 1.1867 -0.6678 0.446 0.8647 1.1794 0.9011 1.0849
"GCF_000190555.1_ASM19055v1" 0.7856 0.6986 0.6291 0.8023 0.1566 0.7553 -0.5923 -0.2656 1.7519 0.561 0.4288 0.6167
"GCF_000196275.1_ASM19627v1" 0.6304 0.7085 0.0692 0.4599 0.4493 0.957 -0.2687 -0.0446 2.3332 0.5666 0.0345 0.2483
"GCF_000092425.1_ASM9242v1" 0.3855 0.2618 -0.2321 0.4021 -0.1308 -0.2637 -0.0803 -0.2417 -0.0874 0.0657 -0.2215 0.037
"GCF_000011385.1_ASM1138v1" 0.2876 0.4877 0.5187 0.608 0.2223 0.3426 0.0446 0.2288 0.6312 0.2759 0.1576 0.3444
"GCF_000013225.1_ASM1322v1" -0.0827 0.5377 0.2803 0.6135 0.0258 0.1341 -0.0227 0.0984 -0.1376 -0.08 0.1544 0.2348
"GCF_000013205.1_ASM1320v1" 0.3377 0.3936 0.3051 0.6179 -0.0316 -0.0527 -0.1517 0.3926 0.2351 -0.1057 0.1905 0.3269
"GCF_000063525.1_ASM6352v1" 0.6314 1.034 0.9695 0.8388 0.3076 0.534 -0.1834 1.0014 0.4412 0.5631 0.8102 0.8215
"GCF_000014585.1_ASM1458v1" 0.5471 0.7419 0.8864 0.5859 0.1513 0.3719 -0.089 0.5668 0.7741 0.0759 0.5409 0.6191
"GCF_000063505.1_ASM6350v1" 0.4468 1.0341 0.9439 0.4426 0.1725 0.3414 -0.1889 0.4914 0.2271 0.2985 0.6591 0.6257
"GCF_000195975.1_ASM19597v1" 0.7693 1.346 1.2226 0.6046 0.7151 0.5838 -0.1492 0.6568 0.7781 0.7867 0.5526 0.7242
"GCF_000012625.1_ASM1262v1" 0.7929 0.9808 1.1393 0.903 0.3897 0.5796 -0.1075 0.5866 0.286 0.6093 0.7176 0.8587
"GCF_000012505.1_ASM1250v1" 0.7886 1.4255 0.945 1.0149 0.2274 0.3037 -0.0539 0.6204 0.5705 0.4773 0.6673 0.8279
"GCF_000018585.1_ASM1858v1" -0.0359 0.1558 0.0548 0.1701 0.2912 0.1867 0.0644 0.1219 0.2987 -0.0143 0.0347 0.068
"GCF_000011465.1_ASM1146v1" 0.1253 0.1825 0.4525 0.3055 -0.0598 0.0889 0.1349 0.0845 -0.1166 -0.1928 0.3308 0.3171
"GCF_000015665.1_ASM1566v1" -0.0276 -0.1283 0.238 0.3229 -0.2821 0.0743 -0.0662 -0.0309 0.1169 0.1507 0.2755 0.2424
"GCF_000018065.1_ASM1806v1" 0.187 0.1596 0.2426 0.4684 -0.1117 0.0887 -0.0478 0.3051 0.265 0.032 0.1385 0.2775
"GCF_000015965.1_ASM1596v1" -0.0192 0.0011 0.456 0.2514 -0.1726 0.2032 -0.0396 0.2326 0.6707 0.1205 0.2374 0.2512
"GCF_000015645.1_ASM1564v1" 0.142 -0.3019 0.2498 0.2818 -0.0276 0.1852 0.0018 0.2975 0.4696 0.2449 0.3545 0.2798
"GCF_000012645.1_ASM1264v1" 0.1815 0.0053 0.2973 0.4188 -0.0582 0.0348 -0.0963 0.1708 0.1955 0.0404 0.2237 0.2995
"GCF_000015685.1_ASM1568v1" 0.5963 0.6526 0.4404 0.4552 0.0982 0.2872 -0.0433 0.371 0.4608 0.2361 0.2876 0.4128
"GCF_000015705.1_ASM1570v1" 0.9191 0.9772 1.0303 0.6883 0.2043 0.332 -0.0956 0.769 0.4566 0.233 0.8078 0.8311
"GCF_000012525.1_ASM1252v1" 0.9728 0.9903 0.603 0.9094 -0.3734 1e-04 -0.3717 0.7978 0.1933 0.6052 0.5329 0.7048
"GCF_000011345.1_ASM1134v1" 0.3323 0.5529 0.3768 0.4114 -0.5009 -0.4139 -0.2201 0.1319 0.7662 0.1471 -0.0167 0.2026
"GCF_000022045.1_ASM2204v1" 0.1546 0.5658 0.2234 0.1487 0.255 0.2087 -0.3015 0.1045 -0.4616 -0.0963 -0.0443 0.08
"GCF_000018105.1_ASM1810v1" 0.5771 0.1578 0.3933 0.375 0.0649 0.2071 -0.2406 0.2342 0.3077 0.357 0.1464 0.3194
"GCF_000014265.1_ASM1426v1" 0.2063 0.0583 0.0657 0.2719 -0.0383 0.0746 -0.1489 -0.087 0.277 -0.0691 0.1082 0.1647
"GCF_000210375.1_ASM21037v1" 0.0048 0.7444 0.3965 0.5859 0.2501 -0.1887 -0.3683 -0.0786 0.3702 0.4003 0.0932 0.2446
"GCF_000020025.1_ASM2002v1" 0.5335 0.5049 0.3261 0.6532 -0.0669 0.3316 -0.3784 0.4519 0.0916 0.4096 0.2161 0.3973
"GCA_000204075.1_ASM20407v1" 0.6226 0.4846 0.5218 0.8675 -0.0886 0.0989 -0.2679 0.5654 0.4676 0.5702 0.3007 0.545
"GCF_000196515.1_ASM19651v1" 0.819 0.7446 0.4577 0.6988 -0.1414 0.2554 -0.152 0.6379 0.5098 0.7283 0.2688 0.5045
"GCF_000021805.1_ASM2180v1" 1.0414 0.5312 0.4389 1.1273 0.1765 -0.1212 -0.3218 0.7569 0.2002 0.5832 0.4403 0.7123
"GCF_000017845.1_ASM1784v1" 0.9217 0.5887 0.1293 0.734 0.2366 -0.0115 -0.1425 0.286 -0.1399 0.488 0.4286 0.5431
"GCF_000010625.1_ASM1062v1" 0.86 0.7052 0.804 1.0264 -0.0337 -0.2351 -0.2347 0.2762 0.0193 0.5814 0.7597 0.8453
"GCF_000021825.1_ASM2182v1" 0.5576 0.8333 0.4854 0.8248 0.1876 0.0221 -0.2403 0.4851 -0.0245 0.3992 0.3627 0.5248
"GCF_000147335.1_ASM14733v1" 0.5215 0.5745 0.4934 0.6365 -0.2861 -0.1834 -0.4825 0.5534 0.3502 0.2838 0.2757 0.4363
"GCF_000019485.1_ASM1948v1" 0.6841 0.6713 0.8327 1.0056 -0.191 0.5388 -0.0559 0.2673 0.4453 0.7706 0.441 0.6769
"GCF_000009725.1_ASM972v1" 0.5343 0.6752 0.6186 0.6096 -0.0676 0.193 -0.2429 0.4237 -0.0152 0.6011 0.5045 0.5537
"GCF_000143165.1_ASM14316v1" 0.0935 -0.4155 0.0024 -0.0031 0.7791 0.3215 -0.0301 -0.3642 0.2343 0.0263 -0.2244 -0.0714
"GCF_000025585.1_ASM2558v1" -0.0648 -0.1505 0.31 -0.1253 0.9138 0.7451 0.1268 4e-04 0.0927 0.1826 -0.1091 -0.0237
"GCF_000011905.1_ASM1190v1" 0.0167 -0.2034 0.3051 -0.0482 1.1191 0.5274 -0.0056 0.1058 0.2264 -0.1921 -0.0452 0.0339
"GCF_000025025.1_ASM2502v1" -0.1099 -0.244 0.1985 -0.0171 1.1368 0.6567 0.0456 0.1464 0.2879 0.1083 0.0238 0.0252
"GCF_000021685.1_ASM2168v1" -0.2663 -0.1452 -0.3224 -0.3919 0.1929 0.2609 0.1222 -0.0831 -0.2265 0.3053 -0.4645 -0.3879
"GCF_000024985.1_ASM2498v1" -0.5671 -0.4963 -0.3342 -0.2956 0.9134 1.1966 0.1852 -0.1889 -0.0799 0.0901 -0.7887 -0.572
"GCF_000025005.1_ASM2500v1" -0.3483 -0.6318 -0.6513 -0.1816 0.1625 0.3673 0.0127 -0.4281 0.0721 -0.245 -0.5329 -0.4107
"GCA_000018565.1_ASM1856v1" 0.8777 1.6834 1.6391 0.7538 -1.0656 0.6235 -1.14 1.1773 0.4 0.9618 0.7701 0.9254
"GCF_000021945.1_ASM2194v1" -0.0389 0.3474 0.6389 -0.1092 0.5208 0.6213 0.3766 0.1292 0.599 0.5971 -0.2287 -0.0326
"GCF_000022185.1_ASM2218v1" -0.1564 0.4686 0.5037 0.1037 0.4793 0.6508 0.3645 0.1385 0.4396 0.7751 -0.2286 -0.0249
"GCF_000016665.1_ASM1666v1" -0.1125 -0.1622 0.3425 -0.0447 0.6097 0.2548 0.1463 0.0049 -0.1273 0.1991 -0.023 0.0199
"GCF_000017805.1_ASM1780v1" -0.3019 -0.1531 0.1092 -0.3262 0.301 0.0601 0.1073 -0.2313 -0.2284 0.1737 -0.0334 -0.1152
"GCF_000199675.1_ASM19967v1" 0.2307 0.4592 0.5213 0.2756 0.5819 0.4698 0.1282 0.1029 0.6381 0.8901 0.1951 0.2773
"GCF_000023845.1_ASM2384v1" 0.3496 0.111 0.6673 0.6407 0.6779 0.952 0.3066 0.2966 0.8439 0.8252 0.5393 0.5561
"GCF_000270285.1_ASM27028v1" 0.7189 0.3879 0.6709 0.9524 1.1203 1.2985 0.5466 0.6361 1.0637 0.7507 0.6341 0.7309
"GCF_000210055.1_ASM21005v1" 0.6199 -0.1492 0.3841 0.2728 0.6467 0.767 -0.0701 0.0887 1.5323 -0.26 0.493 0.4418
"GCF_000024265.1_ASM2426v1" 0.6764 0.1613 0.6046 1.0371 1.1607 1.006 0.0888 0.1634 1.7669 0.2569 0.156 0.5336
"GCF_000023885.1_ASM2388v1" 0.1916 -0.2106 0.7837 0.2405 1.5339 1.3562 0.2483 0.036 0.3432 -0.2071 0.4912 0.4307
"GCF_000024225.1_ASM2422v1" 0.6856 1.6267 0.9778 0.9302 2.0233 2.0087 1.2867 0.6003 1.1876 1.2998 0.5545 0.7437
"GCF_000143845.1_ASM14384v1" 0.834 0.6792 0.5642 0.8467 1.389 1.7316 1.1531 0.0623 0.5408 0.2114 0.2952 0.5693
"GCF_000195315.1_ASM19531v1" 0.6751 0.4437 0.5715 0.3536 0.7393 0.717 1.0231 0.0175 1.1581 0.0445 0.0983 0.3268
"GCF_000177615.2_ASM17761v2" 0.8348 0.4927 0.6379 0.6367 1.5139 1.5339 0.8738 0.2702 0.1295 0.35 -0.2255 0.3079
"GCF_000058485.1_ASM5848v1" 2.127 1.0225 1.3267 1.242 Inf 1.6928 0.6708 0.4758 -0.224 0.7483 -0.0806 0.8518
"GCF_000013345.1_ASM1334v1" 0.4882 1.3682 0.99 0.9414 2.0893 2.0688 0.7074 0.1507 0.4152 0.3587 -0.0233 0.4671
"GCF_000018005.1_ASM1800v1" 0.8692 1.3582 1.3674 0.9864 2.9206 3.1659 1.477 0.6471 0.4254 0.5469 -0.0053 0.6253
"GCF_000166135.1_ASM16613v1" 2.1512 1.5344 0.7091 0.7392 0.7544 2.9496 0.6932 0.9294 -0.1932 0.4218 -0.5268 0.4418
"GCF_000015025.1_ASM1502v1" 0.9002 0.2286 0.8166 1.2614 0.5161 1.4045 0.5774 0.4021 0.7778 0.169 0.5616 0.8144
"GCF_000023405.1_ASM2340v1" 0.3716 0.5005 0.3219 0.8449 1.4226 2.2839 0.1214 -0.0338 -1.3885 -0.6169 -0.9051 -0.0183
"GCF_000025205.1_ASM2520v1" 0.6506 0.7442 1.9495 1.3211 2.5035 2.6482 0.4879 0.5818 2.1416 1.8439 1.5445 1.4339
"GCF_000213955.1_ASM21395v1" 0.5709 0.7077 1.7936 1.0115 2.1805 2.5922 0.4317 0.6848 1.7994 2.2158 1.3093 1.2181
"GCF_000024445.1_ASM2444v1" 1.0727 1.3559 1.3472 1.3454 2.0129 2.2711 0.4299 0.0895 2.0663 1.3236 0.3693 0.9037
"GCF_000010425.1_ASM1042v1" 1.2468 1.3701 0.7771 1.4671 2.467 3.3344 0.6943 -0.2052 Inf 1.011 0.5855 0.9512
"GCF_000165905.1_ASM16590v1" 1.5068 1.1811 0.3853 1.0048 1.1148 1.9167 0.1217 -0.2012 0.5354 0.4489 -0.0403 0.5593
"GCF_000213865.1_ASM21386v1" 1.7 2.0556 1.3597 1.6798 1.96 2.2919 0.5835 0.5296 0.7936 1.2641 0.7079 1.2317
"GCF_000092325.1_ASM9232v1" 2.3269 1.7326 1.2928 1.9724 2.2574 2.9889 0.5843 0.353 1.2079 1.484 0.6051 1.3372
"GCF_000210755.1_ASM21075v1" 2.2485 1.5448 1.402 1.6792 2.2248 3.1493 0.5619 0.3221 1.181 1.0338 0.6008 1.2719
"GCF_000022705.1_ASM2270v1" 0.5883 1.0994 0.8966 1.2034 2.1728 2.2371 -0.0212 -0.0382 0.3733 1.3895 0.4044 0.7371
"GCF_000224965.2_ASM22496v2" 0.5883 1.0985 0.8958 1.202 2.1705 2.2352 -0.0209 -0.0384 0.3694 1.3855 0.403 0.736
"GCF_000196535.1_ASM19653v1" 1.1747 0.5765 0.5432 0.6189 0.856 1.4945 -0.2392 0.2769 0.7359 0.6991 0.0541 0.47
"GCF_000092365.1_ASM9236v1" 1.9969 1.3262 1.3037 1.5829 2.4799 3.0435 0.4925 0.894 0.9478 1.377 0.6096 1.1994
"GCF_000023105.1_ASM2310v1" 1.6245 2.2437 Inf Inf Inf Inf 0.811 1.576 0.4445 1.4881 0.8437 Inf
"GCF_000218545.1_ASM21854v1" 1.0099 1.8959 Inf Inf Inf Inf 1.0318 0.6055 Inf 0.1497 0.0369 Inf
"GCF_000092865.1_ASM9286v1" Inf Inf Inf Inf Inf Inf 1.509 1.029 Inf Inf Inf Inf
"GCF_000024925.1_ASM2492v1" 0.2955 Inf -0.3803 0.1621 1.3888 0.5958 -0.783 -0.5395 -0.0741 -0.981 -1.6815 -0.6888
