"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "Val" "Ala" "Gly" "Pro" "Ser" "Thr" "Leu" "Arg"
"GCF_000219765.1_ASM21976v1" 0.0397 0.0219 0.0448 0.0418 0.0469 0.0698 0.0657 0.058 0.007 0.0256 0.0745 0.0669 0.0842 0.0659 0.035 0.0406 0.0578 0.1092 0.0447
"GCF_000020765.1_ASM2076v1" 0.0395 0.0221 0.0446 0.0411 0.0471 0.0685 0.0646 0.0578 0.007 0.0257 0.0742 0.0672 0.0854 0.0665 0.0355 0.0407 0.0573 0.1103 0.0449
"GCF_000230295.1_ASM23029v1" 0.0383 0.0216 0.0459 0.0452 0.045 0.0722 0.0656 0.0596 0.0067 0.0233 0.0771 0.0692 0.0803 0.0666 0.0347 0.041 0.0608 0.1062 0.0408
"GCF_000012165.1_ASM1216v1" 0.0389 0.0212 0.046 0.0457 0.0448 0.0734 0.0662 0.0597 0.0067 0.0232 0.0768 0.0689 0.0792 0.0657 0.0348 0.0414 0.0609 0.106 0.0405
"GCF_000196055.1_ASM19605v1" 0.04 0.0207 0.0479 0.0513 0.0427 0.0759 0.0677 0.0583 0.0059 0.0229 0.0813 0.0688 0.0712 0.0643 0.033 0.045 0.0595 0.1041 0.0396
"GCF_000007465.2_ASM746v2" 0.0401 0.0203 0.0494 0.0502 0.0424 0.0765 0.066 0.0586 0.0059 0.0235 0.0802 0.0679 0.0768 0.0645 0.0326 0.0417 0.058 0.1054 0.0399
"GCF_000164675.2_ASM16467v2" 0.0393 0.0206 0.0475 0.0439 0.0438 0.0693 0.0752 0.0593 0.0057 0.0221 0.0721 0.0734 0.078 0.068 0.0365 0.0405 0.0587 0.1045 0.0418
"GCF_000253155.1_ASM25315v1" 0.0401 0.0193 0.0474 0.045 0.0433 0.0706 0.0765 0.0588 0.0056 0.0241 0.0722 0.072 0.0779 0.0675 0.0348 0.0405 0.0578 0.1047 0.0419
"GCF_000027165.1_ASM2716v1" 0.0398 0.0198 0.0476 0.0457 0.0432 0.0728 0.0758 0.0593 0.0062 0.0233 0.0731 0.071 0.0754 0.0671 0.0344 0.0406 0.0582 0.1043 0.0422
"GCF_000221985.1_ASM22198v1" 0.0398 0.0194 0.0476 0.0454 0.0432 0.0721 0.0763 0.0579 0.0061 0.0242 0.0739 0.0709 0.0756 0.0668 0.0337 0.0412 0.0576 0.1058 0.0426
"GCF_000251085.2_ASM25108v2" 0.0402 0.0202 0.0484 0.0457 0.0428 0.0716 0.0748 0.0576 0.0065 0.0234 0.0745 0.0714 0.0748 0.0676 0.0342 0.0406 0.0573 0.1062 0.0422
"GCF_000019025.1_ASM1902v1" 0.0402 0.0204 0.0485 0.0453 0.0428 0.0713 0.075 0.0573 0.0066 0.0234 0.0745 0.0715 0.0747 0.0674 0.0343 0.0407 0.0569 0.1069 0.0421
"GCF_000007045.1_ASM704v1" 0.0396 0.0198 0.0484 0.0454 0.0422 0.0703 0.0755 0.0573 0.0062 0.0235 0.0755 0.0723 0.076 0.0685 0.0341 0.0406 0.0563 0.1067 0.0418
"GCF_000017005.1_ASM1700v1" 0.0396 0.019 0.048 0.0451 0.0437 0.0707 0.0742 0.0588 0.0055 0.0245 0.0734 0.0706 0.0784 0.0674 0.0353 0.0406 0.0571 0.1072 0.0408
"GCF_000014205.1_ASM1420v1" 0.0392 0.0187 0.0474 0.0437 0.0453 0.0683 0.0736 0.0587 0.0055 0.0262 0.0712 0.0704 0.0821 0.0689 0.0358 0.0404 0.0566 0.1064 0.0417
"GCF_000018185.1_ASM1818v1" 0.0391 0.0195 0.0468 0.0447 0.0444 0.0654 0.0736 0.0574 0.0067 0.0219 0.0743 0.0727 0.0794 0.0679 0.0356 0.0418 0.0603 0.1057 0.043
"GCF_000231865.1_ASM23186v1" 0.0394 0.0194 0.047 0.045 0.0445 0.0656 0.0741 0.0581 0.0061 0.022 0.0749 0.0724 0.0794 0.068 0.0348 0.0411 0.0599 0.1059 0.0425
"GCF_000231885.1_ASM23188v1" 0.0396 0.0202 0.0478 0.045 0.0446 0.066 0.0727 0.0575 0.007 0.0219 0.0749 0.0713 0.0776 0.0666 0.035 0.0422 0.0597 0.1062 0.0443
"GCF_000283615.1_ASM28361v1" 0.0391 0.0191 0.0484 0.0504 0.048 0.0729 0.0769 0.06 0.0066 0.0237 0.0783 0.0687 0.0715 0.065 0.0342 0.0385 0.0579 0.1011 0.0397
"GCF_000166815.1_ASM16681v1" 0.0406 0.02 0.0495 0.0475 0.044 0.0745 0.0778 0.0525 0.008 0.0224 0.0796 0.067 0.0686 0.0651 0.0358 0.0411 0.0598 0.1025 0.0435
"GCF_000270185.1_ASM27018v1" 0.0405 0.0203 0.0493 0.0576 0.0463 0.0817 0.0683 0.0491 0.0084 0.021 0.0939 0.0608 0.0629 0.0624 0.0339 0.04 0.0618 0.1053 0.0366
"GCA_000210115.1_ASM21011v1" 0.0374 0.0184 0.0478 0.0473 0.0482 0.0708 0.0777 0.0506 0.0065 0.0222 0.0758 0.072 0.0779 0.0675 0.0373 0.0364 0.0639 0.1041 0.0384
"GCF_000007785.1_ASM778v1" 0.0383 0.0177 0.048 0.0489 0.0471 0.0731 0.0772 0.051 0.0069 0.0228 0.0752 0.0716 0.0756 0.067 0.0368 0.0371 0.0647 0.1023 0.0387
"GCF_000172575.2_ASM17257v2" 0.0375 0.0184 0.0478 0.0468 0.0485 0.069 0.0766 0.0496 0.0065 0.0226 0.0753 0.0727 0.0786 0.0687 0.0379 0.036 0.0656 0.1042 0.0378
"GCF_000195575.1_ASM19557v1" 0.0375 0.0184 0.0467 0.0504 0.0387 0.0718 0.0799 0.0549 0.0056 0.0235 0.0857 0.0718 0.0704 0.0686 0.0345 0.0417 0.0629 0.1014 0.0356
"GCF_000193205.1_ASM19320v1" 0.0414 0.021 0.0428 0.0469 0.0515 0.0663 0.0699 0.0646 0.0067 0.0258 0.0745 0.0675 0.079 0.0679 0.0376 0.0384 0.0518 0.1041 0.0425
"GCA_000017965.1_ASM1796v1" 0.0381 0.0228 0.0479 0.0468 0.0445 0.0676 0.0747 0.0518 0.0077 0.0199 0.0833 0.0725 0.0765 0.067 0.0358 0.0411 0.0602 0.1026 0.0392
"GCF_000011245.1_ASM1124v1" 0.0378 0.0223 0.0465 0.0501 0.0421 0.0665 0.0795 0.0568 0.0064 0.0208 0.089 0.071 0.0672 0.0693 0.0365 0.0438 0.057 0.0985 0.039
"GCF_000023045.1_ASM2304v1" 0.0352 0.0235 0.0456 0.0351 0.0393 0.0513 0.0796 0.058 0.0057 0.0163 0.069 0.0806 0.0817 0.0719 0.0391 0.0434 0.0635 0.1056 0.0556
"GCF_000177235.2_ASM17723v2" 0.0385 0.0234 0.0488 0.0502 0.0366 0.0699 0.0826 0.0557 0.0074 0.0223 0.085 0.0729 0.0651 0.0673 0.035 0.0412 0.0564 0.0999 0.0419
"GCF_000093085.1_ASM9308v1" 0.0337 0.0243 0.0455 0.0381 0.0388 0.0538 0.0824 0.0648 0.0064 0.0197 0.0704 0.0755 0.0803 0.0754 0.0394 0.0422 0.059 0.0978 0.0523
"GCF_000009825.1_ASM982v1" 0.0347 0.0235 0.0465 0.0387 0.0417 0.0596 0.0769 0.0517 0.0082 0.0213 0.0696 0.0755 0.0913 0.0746 0.04 0.0377 0.0574 0.1051 0.0461
"GCF_000011145.1_ASM1114v1" 0.0353 0.0252 0.0465 0.0377 0.0428 0.0606 0.081 0.0526 0.008 0.0192 0.0721 0.0774 0.0764 0.0727 0.0399 0.0398 0.0577 0.1044 0.0507
"GCF_000005825.2_ASM582v2" 0.036 0.0234 0.0459 0.0423 0.0396 0.0648 0.0828 0.0535 0.0073 0.0213 0.0775 0.075 0.0753 0.0706 0.0374 0.042 0.0572 0.1036 0.0447
"GCF_000024685.1_ASM2468v1" 0.0378 0.0231 0.0432 0.0388 0.04 0.0527 0.0718 0.0548 0.0076 0.0234 0.069 0.0729 0.0844 0.0793 0.0439 0.043 0.055 0.1054 0.0539
"GCA_000146875.2_ASM14687v2" 0.0363 0.0237 0.0417 0.0403 0.0437 0.0562 0.0704 0.0531 0.0079 0.0241 0.0698 0.0746 0.0825 0.0762 0.0414 0.0425 0.0578 0.1055 0.0521
"GCF_000235585.1_ASM23558v1" 0.0368 0.0238 0.0419 0.0404 0.0435 0.0554 0.0695 0.0532 0.0082 0.0244 0.0695 0.0745 0.083 0.0764 0.042 0.0425 0.0582 0.1048 0.0522
"GCF_000023585.1_ASM2358v1" 0.0378 0.0208 0.0433 0.0417 0.0396 0.0549 0.0679 0.0544 0.0073 0.024 0.0689 0.0729 0.0897 0.0787 0.0421 0.0431 0.058 0.104 0.0506
"GCA_000227705.3_ASM22770v3" 0.0333 0.0216 0.0403 0.0312 0.0326 0.0443 0.0732 0.0556 0.0086 0.0183 0.0617 0.0746 0.1054 0.0837 0.0474 0.0359 0.0509 0.1057 0.0758
"GCF_000218915.1_ASM21891v1" 0.0358 0.022 0.0404 0.0306 0.0383 0.0458 0.0727 0.0501 0.0079 0.0221 0.0566 0.0738 0.0983 0.087 0.0484 0.0411 0.056 0.1108 0.0625
"GCF_000250655.1_ASM25065v1" 0.0351 0.0222 0.0396 0.0302 0.038 0.0452 0.0711 0.0496 0.009 0.0224 0.0556 0.0724 0.0987 0.0879 0.0496 0.0422 0.0557 0.1091 0.0665
"GCF_000010165.1_ASM1016v1" 0.0348 0.0229 0.0431 0.0375 0.0449 0.0589 0.074 0.0518 0.0079 0.022 0.0694 0.0777 0.0832 0.0734 0.0425 0.0405 0.0587 0.1055 0.0511
"GCF_000092905.1_ASM9290v1" 0.0279 0.023 0.0366 0.0247 0.0367 0.036 0.0712 0.0533 0.0085 0.0165 0.0523 0.0907 0.1029 0.0914 0.0541 0.0353 0.0506 0.1054 0.083
"GCF_000024285.1_ASM2428v1" 0.0295 0.025 0.0373 0.0254 0.037 0.0315 0.0678 0.0541 0.0093 0.0173 0.0514 0.091 0.1157 0.0809 0.0523 0.0378 0.0508 0.1051 0.0807
"GCF_000219875.1_ASM21987v1" 0.0292 0.0254 0.037 0.0253 0.0366 0.0313 0.0671 0.053 0.0105 0.0177 0.0504 0.09 0.1158 0.0809 0.0527 0.0391 0.0512 0.1043 0.0827
"GCA_000242895.3_ASM24289v3" 0.0355 0.0208 0.0492 0.0488 0.0384 0.0754 0.0731 0.0512 0.0085 0.0206 0.0859 0.0723 0.069 0.0719 0.0374 0.043 0.0556 0.1026 0.0408
"GCF_000019045.1_ASM1904v1" 0.038 0.0273 0.047 0.0372 0.0456 0.068 0.0771 0.0497 0.0092 0.0169 0.077 0.0799 0.0777 0.0668 0.0383 0.0354 0.0573 0.0991 0.0523
"GCF_000166075.1_ASM16607v1" 0.0369 0.0246 0.0466 0.0387 0.0405 0.0701 0.0775 0.0485 0.0092 0.0178 0.0782 0.0752 0.0818 0.0703 0.0408 0.0369 0.0523 0.1019 0.0523
"GCF_000023385.1_ASM2338v1" 0.038 0.0248 0.0463 0.0393 0.0417 0.073 0.079 0.0486 0.0095 0.0171 0.0784 0.0739 0.0777 0.0672 0.0394 0.0372 0.0532 0.1016 0.0539
"GCF_000009785.1_ASM978v1" 0.0352 0.0242 0.0434 0.0321 0.0382 0.0581 0.0772 0.0506 0.0091 0.0167 0.0662 0.0794 0.096 0.075 0.0446 0.0348 0.0518 0.1041 0.0633
"GCF_000236605.1_ASM23660v1" 0.0353 0.0242 0.0434 0.0319 0.0382 0.0581 0.0775 0.0506 0.009 0.0165 0.0656 0.0792 0.097 0.0748 0.0444 0.0344 0.0515 0.1042 0.0643
"GCF_000015745.1_ASM1574v1" 0.0358 0.0238 0.0442 0.0339 0.0386 0.0587 0.0774 0.0501 0.0089 0.0173 0.0695 0.0798 0.0913 0.0741 0.0434 0.0352 0.0536 0.1045 0.0598
"GCF_000015785.1_ASM1578v1" 0.0352 0.0242 0.0464 0.038 0.0385 0.0707 0.0748 0.0537 0.0086 0.0214 0.074 0.0692 0.085 0.0746 0.0397 0.0432 0.0564 0.1006 0.0458
"GCF_000221645.1_ASM22164v1" 0.0357 0.0234 0.0462 0.0396 0.0383 0.0726 0.0749 0.0544 0.0084 0.0214 0.0745 0.0695 0.0837 0.0738 0.0389 0.0432 0.0567 0.0998 0.0452
"GCF_000283695.1_ASM28369v1" 0.035 0.0239 0.0462 0.0385 0.0382 0.0715 0.0747 0.0538 0.0088 0.0215 0.0735 0.0686 0.0852 0.0748 0.0396 0.0436 0.0566 0.0998 0.0465
"GCF_000165925.1_ASM16592v1" 0.0362 0.0236 0.0467 0.0414 0.0402 0.0732 0.0757 0.0537 0.0083 0.0215 0.0765 0.07 0.0791 0.0717 0.038 0.0443 0.0562 0.1016 0.042
"GCF_000186745.1_ASM18674v1" 0.0358 0.0237 0.047 0.0402 0.0401 0.0725 0.0747 0.0534 0.0083 0.0216 0.0767 0.0703 0.0808 0.0723 0.0386 0.0436 0.0564 0.1012 0.0428
"GCF_000227485.1_ASM22748v1" 0.036 0.0238 0.0468 0.0401 0.0401 0.0723 0.0751 0.0535 0.0082 0.0216 0.0765 0.0705 0.0808 0.0723 0.0385 0.0436 0.0565 0.1013 0.0424
"GCF_000227465.1_ASM22746v1" 0.036 0.0237 0.0469 0.0404 0.0405 0.0724 0.0753 0.0535 0.0083 0.0217 0.0765 0.0704 0.0801 0.072 0.0383 0.0438 0.0565 0.101 0.0427
"GCF_000017885.4_ASM1788v4" 0.0353 0.0261 0.047 0.038 0.0452 0.073 0.0758 0.054 0.0076 0.0198 0.0763 0.072 0.0764 0.0703 0.0375 0.0435 0.0582 0.1024 0.0414
"GCF_000008425.1_ASM842v1" 0.0354 0.0228 0.0476 0.0396 0.0374 0.0736 0.0765 0.0534 0.0081 0.0206 0.0746 0.07 0.0832 0.0743 0.0388 0.0423 0.0538 0.1021 0.0459
"GCF_000017425.1_ASM1742v1" 0.0391 0.0235 0.0484 0.0456 0.0413 0.0778 0.0786 0.0472 0.0091 0.0195 0.0847 0.0741 0.0704 0.0682 0.0355 0.0391 0.057 0.0993 0.0415
"GCF_000021305.1_ASM2130v1" 0.0393 0.0216 0.0482 0.05 0.0393 0.0784 0.0784 0.0488 0.0088 0.0215 0.0845 0.0746 0.0675 0.069 0.0352 0.0398 0.0581 0.0986 0.0383
"GCF_000193355.1_ASM19335v1" 0.0397 0.022 0.0486 0.05 0.0396 0.0797 0.0779 0.0487 0.0091 0.0215 0.0835 0.0737 0.0671 0.0676 0.0348 0.0399 0.058 0.0987 0.0399
"GCF_000092165.1_ASM9216v1" 0.0391 0.0218 0.0486 0.0494 0.0392 0.0779 0.078 0.0484 0.0088 0.0213 0.0844 0.075 0.068 0.0689 0.0355 0.0397 0.0584 0.0992 0.0384
"GCF_000190515.1_ASM19051v1" 0.0392 0.022 0.049 0.0489 0.0389 0.0782 0.0783 0.0483 0.0089 0.0212 0.0841 0.0746 0.0681 0.0686 0.0354 0.0396 0.0582 0.0994 0.0391
"GCF_000008005.1_ASM800v1" 0.0393 0.0222 0.0489 0.0483 0.039 0.0781 0.0782 0.048 0.0092 0.0211 0.0839 0.0749 0.0685 0.069 0.0354 0.0392 0.0579 0.0995 0.0393
"GCF_000008165.1_ASM816v1" 0.0388 0.0221 0.0488 0.0478 0.0384 0.0765 0.0784 0.0483 0.0088 0.021 0.0841 0.0761 0.0699 0.0697 0.0355 0.0392 0.0584 0.0995 0.0386
"GCF_000021785.1_ASM2178v1" 0.0393 0.0221 0.049 0.0487 0.0388 0.0777 0.0781 0.0483 0.0091 0.0213 0.0843 0.0747 0.0686 0.0685 0.0354 0.0395 0.0583 0.0992 0.0391
"GCF_000283675.1_ASM28367v1" 0.0391 0.0221 0.0487 0.0486 0.0391 0.0775 0.0778 0.0482 0.0088 0.0211 0.0839 0.075 0.0687 0.0692 0.0355 0.0395 0.0591 0.099 0.039
"GCF_000018825.1_ASM1882v1" 0.0393 0.0216 0.0486 0.0489 0.0395 0.0776 0.0782 0.049 0.0087 0.0213 0.084 0.0744 0.0681 0.0691 0.0352 0.04 0.0582 0.0994 0.039
"GCF_000225265.1_ASM22526v1" 0.0376 0.0237 0.0478 0.0438 0.042 0.074 0.0736 0.0489 0.0084 0.0225 0.0777 0.0758 0.0741 0.0689 0.0366 0.0439 0.0573 0.1035 0.0399
"GCF_000025825.1_ASM2582v1" 0.0376 0.0237 0.0476 0.044 0.0416 0.0741 0.0739 0.0491 0.0081 0.0223 0.0787 0.0757 0.0742 0.0692 0.0366 0.0438 0.0574 0.1032 0.0393
"GCF_000217835.1_ASM21783v1" 0.0353 0.0229 0.0475 0.0392 0.0369 0.074 0.0742 0.0502 0.009 0.0189 0.0725 0.0717 0.0871 0.0764 0.0412 0.0379 0.0534 0.1015 0.05
"GCF_000010585.1_ASM1058v1" 0.0417 0.0248 0.0465 0.0531 0.0374 0.0767 0.074 0.0599 0.0072 0.0227 0.0894 0.0702 0.0669 0.0645 0.0328 0.0374 0.0587 0.0963 0.0398
"GCF_000185885.1_ASM18588v1" 0.0402 0.0271 0.0472 0.0473 0.0481 0.0669 0.0698 0.0584 0.0064 0.0208 0.0831 0.073 0.0721 0.065 0.0356 0.0381 0.0613 0.098 0.0416
"GCF_000009405.1_ASM940v1" 0.0397 0.0235 0.0466 0.0533 0.0406 0.075 0.0738 0.0613 0.0064 0.0217 0.0857 0.0702 0.0694 0.0665 0.0358 0.0397 0.0571 0.0957 0.038
"GCF_000010125.1_ASM1012v1" 0.0403 0.0242 0.0474 0.0563 0.0426 0.0734 0.0694 0.0593 0.0067 0.0229 0.0916 0.0694 0.0668 0.0646 0.0332 0.0409 0.0584 0.0978 0.0349
"GCF_000009865.1_ASM986v1" 0.0411 0.0241 0.0468 0.0604 0.0413 0.0778 0.0696 0.0612 0.0067 0.0229 0.0895 0.0677 0.0624 0.0621 0.033 0.0416 0.0591 0.0952 0.0376
"GCF_000025085.1_ASM2508v1" 0.0415 0.0268 0.047 0.0551 0.0469 0.0737 0.0634 0.0592 0.0068 0.0228 0.091 0.0681 0.0672 0.0633 0.0341 0.0386 0.0606 0.0973 0.0365
"GCF_000007645.1_ASM764v1" 0.0406 0.0259 0.0465 0.0612 0.0438 0.0788 0.0685 0.0591 0.0066 0.0226 0.0922 0.0669 0.0604 0.0617 0.0325 0.0421 0.0577 0.0961 0.0368
"GCF_000024585.1_ASM2458v1" 0.0409 0.0239 0.047 0.0589 0.043 0.0783 0.0667 0.0605 0.0067 0.023 0.0896 0.0692 0.0659 0.062 0.0329 0.0405 0.0599 0.095 0.0361
"GCF_000245495.1_ASM24549v1" 0.0405 0.0242 0.0472 0.0584 0.043 0.0769 0.0663 0.06 0.0068 0.0228 0.0906 0.0696 0.0664 0.0622 0.0334 0.0405 0.0598 0.0959 0.0356
"GCF_001602155.1_ASM160215v1" 0.0423 0.022 0.0476 0.0526 0.0365 0.07 0.0723 0.0623 0.0087 0.0208 0.086 0.0746 0.0633 0.0642 0.0324 0.0453 0.0572 0.1 0.0419
"GCF_000210615.1_ASM21061v1" 0.0443 0.0208 0.0444 0.0504 0.0394 0.0788 0.074 0.0627 0.0168 0.0229 0.0845 0.0676 0.0649 0.062 0.0322 0.0414 0.0537 0.0967 0.0425
"GCA_000210735.1_ASM21073v1" 0.0375 0.0194 0.0396 0.0368 0.0364 0.0564 0.0704 0.0594 0.0179 0.0272 0.0582 0.073 0.1032 0.0779 0.0422 0.0308 0.0581 0.1014 0.0542
"GCF_000179635.2_ASM17963v2" 0.0457 0.0174 0.0438 0.0508 0.0265 0.0731 0.0735 0.07 0.0175 0.0252 0.0763 0.0677 0.0762 0.0713 0.0329 0.0425 0.0604 0.0843 0.045
"GCF_000210095.1_ASM21009v1" 0.0417 0.0201 0.0403 0.0391 0.0414 0.0528 0.0668 0.0598 0.0195 0.0234 0.0645 0.0696 0.0921 0.0771 0.0404 0.0374 0.0629 0.099 0.0521
"GCF_000178115.2_ASM17811v2" 0.0348 0.021 0.0427 0.038 0.0371 0.0509 0.0603 0.0563 0.0147 0.0221 0.0616 0.0754 0.1034 0.0803 0.0428 0.0398 0.0598 0.1008 0.0582
"GCF_000178835.2_ASM17883v2" 0.0454 0.0182 0.0418 0.0506 0.0358 0.0787 0.0801 0.0517 0.0128 0.0297 0.0887 0.0691 0.0694 0.0688 0.0322 0.0323 0.0598 0.0986 0.0362
"GCA_000210555.1_ASM21055v1" 0.0436 0.0205 0.0407 0.0444 0.0357 0.0688 0.0763 0.0621 0.0161 0.0225 0.0771 0.0716 0.0812 0.0729 0.0336 0.0381 0.0574 0.0915 0.0457
"GCF_000146185.1_ASM14618v1" 0.0467 0.0162 0.042 0.0555 0.0282 0.0765 0.0724 0.0657 0.0158 0.0226 0.0863 0.0749 0.0751 0.0707 0.0294 0.0411 0.0567 0.0842 0.04
"GCF_000145035.1_ASM14503v1" 0.0481 0.0171 0.045 0.051 0.0286 0.0728 0.0754 0.0691 0.0143 0.0232 0.0804 0.0705 0.0746 0.0708 0.032 0.0424 0.0555 0.0871 0.0421
"GCF_000270305.1_ASM27030v1" 0.0404 0.0207 0.0397 0.0388 0.0358 0.0623 0.0749 0.0583 0.0162 0.0221 0.0709 0.069 0.0882 0.0773 0.0384 0.0395 0.0578 0.0914 0.0583
"GCA_000209815.1_ASM20981v1" 0.045 0.0167 0.044 0.0528 0.0293 0.0721 0.0767 0.0666 0.0144 0.0202 0.0811 0.0734 0.0774 0.0714 0.0319 0.044 0.0576 0.0875 0.0378
"GCF_000225345.1_ASM22534v1" 0.0445 0.0191 0.0408 0.0428 0.036 0.0636 0.0818 0.0597 0.0159 0.0217 0.0715 0.0727 0.0855 0.0739 0.0334 0.0361 0.0575 0.0932 0.0503
"GCA_000210655.1_ASM21065v1" 0.0456 0.0186 0.0429 0.0469 0.0352 0.0733 0.0816 0.0608 0.0156 0.0219 0.0751 0.0718 0.0777 0.0719 0.0319 0.0379 0.0577 0.0896 0.0441
"GCF_000020605.1_ASM2060v1" 0.0458 0.0178 0.0426 0.0513 0.0322 0.0766 0.0739 0.0666 0.0157 0.0234 0.0818 0.0707 0.0755 0.0687 0.0308 0.0403 0.0564 0.0874 0.0423
"GCF_000144625.1_ASM14462v1" 0.0423 0.0182 0.0436 0.0446 0.0336 0.0679 0.0762 0.0557 0.0146 0.023 0.0762 0.0705 0.078 0.0786 0.0367 0.041 0.0562 0.0961 0.047
"GCA_000210535.1_ASM21053v1" 0.0386 0.0171 0.0429 0.0378 0.0343 0.0622 0.0852 0.0548 0.0161 0.0233 0.0677 0.0686 0.0857 0.0804 0.0377 0.0386 0.0533 0.0969 0.059
"GCA_000209895.1_ASM20989v1" 0.0405 0.0184 0.0426 0.0428 0.0307 0.07 0.0787 0.0591 0.0153 0.0211 0.0718 0.0724 0.0848 0.0788 0.0364 0.0384 0.0579 0.0922 0.048
"GCF_000018685.1_ASM1868v1" 0.0458 0.0172 0.0453 0.0548 0.032 0.0769 0.0756 0.0555 0.0139 0.0245 0.088 0.0691 0.065 0.0675 0.0323 0.0422 0.0592 0.0968 0.0384
"GCF_000247605.1_ASM24760v1" 0.0383 0.0174 0.0453 0.0537 0.0359 0.0738 0.0717 0.0579 0.0132 0.0232 0.0907 0.0686 0.0747 0.0706 0.0345 0.0368 0.0575 0.098 0.0382
"GCF_000152245.2_ASM15224v2" 0.0393 0.0172 0.0446 0.0447 0.0327 0.067 0.074 0.0596 0.0147 0.0252 0.0757 0.072 0.084 0.0765 0.0387 0.0336 0.0586 0.0968 0.0452
"GCF_000025225.2_ASM2522v1" 0.0376 0.0185 0.0439 0.0481 0.0341 0.0662 0.0637 0.0557 0.0138 0.023 0.0715 0.0682 0.0935 0.0717 0.0422 0.0376 0.056 0.1053 0.0494
"GCF_000244875.1_ASM24487v1" 0.0428 0.0151 0.0448 0.0596 0.031 0.0802 0.0689 0.0582 0.0131 0.0262 0.0893 0.0697 0.0655 0.0703 0.0336 0.0438 0.0579 0.0917 0.0382
"GCF_000022065.1_ASM2206v1" 0.0427 0.0153 0.044 0.0586 0.0312 0.0812 0.0691 0.0575 0.0128 0.0265 0.0891 0.0696 0.0658 0.0707 0.0338 0.0433 0.0573 0.0916 0.0399
"GCF_000184925.1_ASM18492v1" 0.0437 0.0146 0.0444 0.0556 0.0262 0.0826 0.0783 0.059 0.0123 0.024 0.0883 0.0746 0.066 0.0697 0.0354 0.0391 0.0522 0.0899 0.0441
"GCF_000237085.1_ASM23708v1" 0.0455 0.0145 0.0457 0.0586 0.0271 0.0865 0.0769 0.059 0.0127 0.025 0.0933 0.0691 0.0623 0.0653 0.0334 0.0399 0.0516 0.0913 0.0422
"GCF_000016545.1_ASM1654v1" 0.0444 0.0145 0.0521 0.0521 0.03 0.0944 0.0775 0.0527 0.0121 0.0226 0.0962 0.072 0.059 0.0609 0.033 0.0386 0.0471 0.0985 0.0423
"GCF_000166355.1_ASM16635v1" 0.0432 0.0146 0.0531 0.0508 0.0307 0.0929 0.0769 0.0528 0.0119 0.0221 0.0958 0.0728 0.0611 0.061 0.0343 0.0398 0.0462 0.0988 0.0412
"GCF_000166775.1_ASM16677v1" 0.0446 0.0141 0.0526 0.0523 0.0302 0.0929 0.077 0.0535 0.0116 0.0225 0.0969 0.0727 0.0595 0.0618 0.0335 0.0393 0.0474 0.0969 0.0406
"GCF_000166695.1_ASM16669v1" 0.0436 0.0142 0.0522 0.0509 0.0304 0.0948 0.0796 0.0529 0.0122 0.0234 0.0944 0.0731 0.0592 0.0608 0.0325 0.0387 0.0457 0.0984 0.0434
"GCF_000166335.1_ASM16633v1" 0.0432 0.0143 0.0518 0.051 0.0302 0.0937 0.0791 0.053 0.0119 0.0221 0.0968 0.0739 0.0605 0.0622 0.0328 0.0388 0.0461 0.0963 0.0421
"GCF_000145215.1_ASM14521v1" 0.0436 0.0142 0.0534 0.0519 0.0304 0.0941 0.0779 0.0528 0.012 0.0224 0.0969 0.073 0.059 0.0611 0.0331 0.0395 0.0461 0.0976 0.0414
"GCF_000213235.1_ASM21323v1" 0.0369 0.0157 0.0426 0.0492 0.0303 0.0812 0.0748 0.0576 0.0117 0.0223 0.0962 0.0705 0.0739 0.0717 0.0374 0.0377 0.0519 0.0976 0.041
"GCF_000144645.1_ASM14464v1" 0.0349 0.0161 0.0438 0.0397 0.0261 0.0742 0.0796 0.0525 0.0112 0.0198 0.0815 0.0791 0.0796 0.0781 0.0418 0.0341 0.0478 0.1029 0.0572
"GCF_000166415.1_ASM16641v1" 0.04 0.016 0.0459 0.0564 0.0305 0.0853 0.0865 0.0614 0.0071 0.0256 0.0923 0.0611 0.0719 0.0649 0.0312 0.036 0.044 0.1036 0.0402
"GCF_000165465.1_ASM16546v1" 0.0379 0.0143 0.0462 0.0587 0.0368 0.0938 0.0797 0.0538 0.0063 0.025 0.0925 0.06 0.0779 0.0629 0.0308 0.0359 0.0455 0.1072 0.0349
"GCF_000020485.1_ASM2048v1" 0.0409 0.0163 0.0432 0.0536 0.0276 0.081 0.0766 0.0566 0.0076 0.0223 0.0913 0.074 0.0597 0.0759 0.0379 0.0336 0.0499 0.1035 0.0485
"GCF_000144695.1_ASM14469v1" 0.0346 0.015 0.0379 0.0485 0.0376 0.0733 0.0922 0.0632 0.0088 0.0232 0.0859 0.0736 0.0696 0.0714 0.034 0.0339 0.0516 0.1048 0.0411
"GCF_000020005.1_ASM2000v1" 0.0372 0.0192 0.043 0.0516 0.0394 0.0712 0.0871 0.0601 0.0092 0.0234 0.0832 0.0689 0.0622 0.0713 0.0377 0.0395 0.0525 0.102 0.0413
"GCA_000219855.1_ASM21985v1" 0.0284 0.0277 0.0356 0.0247 0.0438 0.0249 0.0559 0.0513 0.0057 0.0173 0.0545 0.0879 0.1084 0.0858 0.0624 0.036 0.0603 0.1133 0.0763
